# File: 2_asses.masses_E2Proxy
# Processed: 2025-12-29T22:52:03.604Z
# Sheets: 15

RowNumber,SheetName,Context,Key,Utterer,SourceEnglish,TranslatedDutch,ProcessedAt
11,E2_World_A1_localization,Interactable Object, Sign.,SAY.Sign_Outhouse_Shitty.1.Shitty Sign,SAY.Sign_Outhouse_Shitty.1.Shitty Sign,The Outhouse,De Hudo,2025-12-29T22:52:03.604Z
12,E2_World_A1_localization,Interactable Object, Sign.,SAY.Sign_TheStable_Old.1.Old Sign,SAY.Sign_TheStable_Old.1.Old Sign,The Heritage Stable,De Erfgoedshoeve,2025-12-29T22:52:03.604Z
13,E2_World_A1_localization,Interactable Object, Sign.,SAY.Sign_TheWell_Historic.1.Historic Sign,SAY.Sign_TheWell_Historic.1.Historic Sign,Ya'fur's Well,De Bron van Ya'Fur,2025-12-29T22:52:03.604Z
15,E2_World_A1_localization,The camera zooms out from inside the well. We are back at Bumpkin Village with the Herd. The Herd has just watched Trusty fall down the well.,SAY.Dialog:Opening.2.Slow Ass,SAY.Dialog:Opening.2.Slow Ass,COMRADE!!!!!!!,KAMERAAD!!!!,2025-12-29T22:52:03.604Z
16,E2_World_A1_localization,,SAY.Dialog:Opening.80.Slow Ass,SAY.Dialog:Opening.80.Slow Ass,Trusty? Trusty!? P-p-please don't leave us!,(Trusty Ass)? (Trusty Ass)? L-laat ons nu n-niet achter!,2025-12-29T22:52:03.604Z
17,E2_World_A1_localization,,SAY.Dialog:Opening.8.Thirsty Ass,SAY.Dialog:Opening.8.Thirsty Ass,DAMN! The Protest is broken!,GODVER! Het Protest valt uiteen!,2025-12-29T22:52:03.604Z
18,E2_World_A1_localization,,SAY.Dialog:Opening.17.Sick Ass,SAY.Dialog:Opening.17.Sick Ass,*COUGH*,*KUCH*,2025-12-29T22:52:03.604Z
19,E2_World_A1_localization,,SAY.Dialog:Opening.7.Big Ass,SAY.Dialog:Opening.7.Big Ass,The Herd keeps shrinking!,De Kudde blijft krimpen!,2025-12-29T22:52:03.604Z
20,E2_World_A1_localization,Soft should be opposite of Hard's name if possible,SAY.Dialog:Opening.11.Hard Ass,SAY.Dialog:Opening.11.Hard Ass,Old Ass and Trusty Ass were not cut out for the role of leader. They were too soft.,(Old Ass) en (Trusty Ass) waren niet uitgeknipt voor het leiderschap. Ze zijn te zacht.,2025-12-29T22:52:03.604Z
21,E2_World_A1_localization,,SAY.Dialog:Opening.12.Smart Ass,SAY.Dialog:Opening.12.Smart Ass,You're insulting our Comrades! Only I get to insult our Comrades!,Je beledigt onze Kameraden! Enkel ik beledig onze Kameraden!,2025-12-29T22:52:03.604Z
22,E2_World_A1_localization,(Desire to interject. Not an apology. Nor outrage at what Smart Ass just sad.),SAY.Dialog:Opening.13.Big Ass,SAY.Dialog:Opening.13.Big Ass,Excuse me.,Pardon.,2025-12-29T22:52:03.604Z
23,E2_World_A1_localization,,SAY.Dialog:Opening.21.Slow Ass,SAY.Dialog:Opening.21.Slow Ass,*sniff* Is there a P-Plan C?,*snuf snuf* Is er d-dan een p-plan B?,2025-12-29T22:52:03.604Z
24,E2_World_A1_localization,,SAY.Dialog:Opening.84.Smart Ass,SAY.Dialog:Opening.84.Smart Ass,Of course there's a Plan C!,Natuurlijk is er een Plan B!,2025-12-29T22:52:03.604Z
25,E2_World_A1_localization,,SAY.Dialog:Opening.92.Hard Ass,SAY.Dialog:Opening.92.Hard Ass,Stop. Who made YOU the leader?,Stop. Sinds wanneer ben JIJ de baas?,2025-12-29T22:52:03.604Z
26,E2_World_A1_localization,,SAY.Dialog:Opening.15.Big Ass,SAY.Dialog:Opening.15.Big Ass,I have something to say.,Ik heb wat te zeggen.,2025-12-29T22:52:03.604Z
27,E2_World_A1_localization,,SAY.Dialog:Opening.86.Smart Ass,SAY.Dialog:Opening.86.Smart Ass,"It's time for action, not debate, Hard Ass.","Het is tijd voor daden, geen woorden, (Hard Ass).",2025-12-29T22:52:03.604Z
28,E2_World_A1_localization,,SAY.Dialog:Opening.88.Hard Ass,SAY.Dialog:Opening.88.Hard Ass,I do not take orders from you.,Ik pak van jou geen bevelen aan.,2025-12-29T22:52:03.604Z
29,E2_World_A1_localization,,SAY.Dialog:Opening.83.Sick Ass,SAY.Dialog:Opening.83.Sick Ass,*COUGH COUGH*,*KUCH KUCH*,2025-12-29T22:52:03.604Z
30,E2_World_A1_localization,"Let'er RIP" means "Go for it" or "Kick her Ass Hard Ass", or "Don't hold back, Hard Ass",SAY.Dialog:Opening.16.Kick Ass,SAY.Dialog:Opening.16.Kick Ass,"Let'er RIP, Hard Ass!","Laat u gaan, hè, (Hard Ass)!",2025-12-29T22:52:03.604Z
31,E2_World_A1_localization,,SAY.Dialog:Opening.18.Big Ass,SAY.Dialog:Opening.18.Big Ass,"{vpunch=100,0.75}HEY! LISTEN!!","{vpunch=100,0.75}HEY! LUISTEREN!!!",2025-12-29T22:52:03.604Z
32,E2_World_A1_localization,,SAY.Dialog:Opening.19.Big Ass,SAY.Dialog:Opening.19.Big Ass,The fire's accelerating on the dry ground.,Het vuur verspreidt zich over de droge grond.,2025-12-29T22:52:03.604Z
33,E2_World_A1_localization,,SAY.Dialog:Opening.90.Big Ass,SAY.Dialog:Opening.90.Big Ass,The enormous flames are spreading west! They'll reach the Farm in no time—,De gigantische vlammen bewegen zich naar het westen! Niet lang meer tot ze bij de Boerderij—,2025-12-29T22:52:03.604Z
34,E2_World_A1_localization,,SAY.Dialog:Opening.20.Nice Ass,SAY.Dialog:Opening.20.Nice Ass,JEEPERS! Not the Farm!,OESJE! Toch niet de Boerderij!,2025-12-29T22:52:03.604Z
35,E2_World_A1_localization,,SAY.Dialog:Opening.94.Thirsty Ass,SAY.Dialog:Opening.94.Thirsty Ass,And the others! They'll be in a mighty pickle if we don't git there in time!,"En d'anderen! Ze zullen ze schoon gesjareld zijn als we daar niet op tijd zijn, héé!",2025-12-29T22:52:03.604Z
36,E2_World_A1_localization,,SAY.Dialog:Opening.91.Smart Ass,SAY.Dialog:Opening.91.Smart Ass,PLAN C!,PLAN C!,2025-12-29T22:52:03.604Z
37,E2_World_A1_localization,,SAY.Dialog:Opening.23.Smart Ass,SAY.Dialog:Opening.23.Smart Ass,"ONE, someone races back to the Farm to warn the others.","ÉÉN, iemand moet naar de Boerderij crossen om de rest te waarschuwen.",2025-12-29T22:52:03.604Z
38,E2_World_A1_localization,,SAY.Dialog:Opening.67.Smart Ass,SAY.Dialog:Opening.67.Smart Ass,"TWO, someone else pulls the Humans out of the burning buildings.","TWEE, iemand anders moet de Mensen uit de brandhaard sleuren.",2025-12-29T22:52:03.604Z
39,E2_World_A1_localization,,SAY.Dialog:Opening.24.Smart Ass,SAY.Dialog:Opening.24.Smart Ass,"THREE, the rest of us get water from the river, put out the fire, convince the Humans to give up their Machines...","DRIE, de rest moet water uit de rivier scheppen, het vuur blussen en de Mensen overtuigen om de Machines te laten...",2025-12-29T22:52:03.604Z
40,E2_World_A1_localization,,SAY.Dialog:Opening.96.Smart Ass,SAY.Dialog:Opening.96.Smart Ass,AND GET OUR JOBS BACK!,EN ONZE JOBS TERUG TE GEVEN!,2025-12-29T22:52:03.604Z
41,E2_World_A1_localization,,SAY.Dialog:Opening.93.Smart Ass,SAY.Dialog:Opening.93.Smart Ass,Easy.,Poepsimpel.,2025-12-29T22:52:03.604Z
42,E2_World_A1_localization,,SAY.Dialog:Opening.159.Slow Ass,SAY.Dialog:Opening.159.Slow Ass,B-but what about Trusty?,M-maar wat d-dan met (Trusty Ass)?,2025-12-29T22:52:03.604Z
43,E2_World_A1_localization,,SAY.Dialog:Opening.165.Big Ass,SAY.Dialog:Opening.165.Big Ass,Slow Ass should stay behind and sing the Song of Ascension for Trusty.,(Slow Ass) moet achterblijven en het ezelenhemelvaartszangderzielen aan (Trusty Ass) voorbrengen.,2025-12-29T22:52:03.604Z
44,E2_World_A1_localization,,SAY.Dialog:Opening.164.Smart Ass,SAY.Dialog:Opening.164.Smart Ass,Fine. Slow Ass is dead weight anyways.,Oké dan. (Slow Ass) is toch maar oponthoud.,2025-12-29T22:52:03.604Z
45,E2_World_A1_localization,,SAY.Dialog:Opening.166.Smart Ass,SAY.Dialog:Opening.166.Smart Ass,Who's going to run back to the Farm?,Wie loopt er terug naar de Boerderij?,2025-12-29T22:52:03.604Z
46,E2_World_A1_localization,,SAY.Dialog:Opening.28.Thirsty Ass,SAY.Dialog:Opening.28.Thirsty Ass,Nice Ass's fine legs can do that run in less than two minutes! Yeehaw!,(Nice Ass) d'r lange benen kunnen da' in minder dan twee minuten! Da'k ik het ge'zeid 'hee.,2025-12-29T22:52:03.604Z
47,E2_World_A1_localization,,SAY.Dialog:Opening.25.Nice Ass,SAY.Dialog:Opening.25.Nice Ass,"Heck, I'd do anything to save our Farm!",Potvolkoffie! Ik zou alles doen om onze Boerderij te redden!,2025-12-29T22:52:03.604Z
48,E2_World_A1_localization,,SAY.Dialog:Opening.97.Smart Ass,SAY.Dialog:Opening.97.Smart Ass,"Any objections, Hard Ass?","Is er bezwaar, (Hard Ass)?",2025-12-29T22:52:03.604Z
49,E2_World_A1_localization,,SAY.Dialog:Opening.14.Hard Ass,SAY.Dialog:Opening.14.Hard Ass,...no.,...neen.,2025-12-29T22:52:03.604Z
50,E2_World_A1_localization,Nice starts running back to the Farm,SAY.Dialog:Opening.26.Smart Ass,SAY.Dialog:Opening.26.Smart Ass,Good. Run like the wind Nice Ass! And don't ruin my Plan.,"Mooi. Je moest er al zijn, (Nice Ass)! En verbrod mijn Plan niet.",2025-12-29T22:52:03.604Z
51,E2_World_A1_localization,If Nice Ass touches fire in the village.,SAY.Dialog:Don'tTouchTheFire.1.The Masses,SAY.Dialog:Don'tTouchTheFire.1.The Masses,Don't touch the fire!,Blijf van het vuur weg!,2025-12-29T22:52:03.604Z
52,E2_World_A1_localization,If Nice Ass tries to talk to the Herd.,SAY.Dialog:Hurry.1.The Masses,SAY.Dialog:Hurry.1.The Masses,Hurry!,Snel!,2025-12-29T22:52:03.604Z
53,E2_World_A1_localization,If Nice Ass goes the wrong way.,SAY.Dialog:SmokeMustBeGettingToMe_STARTOFF.1.Nice Ass,SAY.Dialog:SmokeMustBeGettingToMe_STARTOFF.1.Nice Ass,"Golly, the smoke must be getting to me. This isn't the way to the Farm at all.","Oesje, de rook is te dik. Er is geen enkele weg naar de Boerderij.",2025-12-29T22:52:03.604Z
54,E2_World_A1_localization,If Nice Ass goes the wrong way.,SAY.Dialog:FarmHouse.1.Nice Ass,SAY.Dialog:FarmHouse.1.Nice Ass,"Golly, the smoke must be getting to me. This isn't the way to the Farm at all.","Oesje, de rook is te dik. Er is geen enkele weg naar de Boerderij.",2025-12-29T22:52:03.604Z
55,E2_World_A1_localization,Nice arrives at the bridge over the river.,SAY.Dialog:NorthBridge.1.Nice Ass,SAY.Dialog:NorthBridge.1.Nice Ass,"Golly, looks like the bridge is slowing the fire down.","Oesje, de brug lijkt het vuur tegen te houden.",2025-12-29T22:52:03.604Z
56,E2_World_A1_localization,,SAY.Dialog:NorthBridge.2.Nice Ass,SAY.Dialog:NorthBridge.2.Nice Ass,Sad Ass! Sturdy Ass! Bad Ass! I'm coming for you!,(Sad Ass)! (Sturdy Ass)! (Bad Ass)! Ik kom eraan!,2025-12-29T22:52:03.604Z
57,E2_World_A1_localization,Nice arrives at the Farm (ie. does not burn out from hitting too much fire) and is met by Bad Ass,SAY.Dialog:BadAtFarmGate.2.Bad Ass,SAY.Dialog:BadAtFarmGate.2.Bad Ass,What the fuck did you all do?,Wat hebben jullie hier godverdomme liggen doen?,2025-12-29T22:52:03.604Z
58,E2_World_A1_localization,,SAY.Dialog:BadAtFarmGate.5.Bad Ass,SAY.Dialog:BadAtFarmGate.5.Bad Ass,"I thought you were trying to get your jobs back, not burn everything to the ground.",Ik dacht dat jullie jullie jobs terug wouden pakken in plaats van alles plat te branden.,2025-12-29T22:52:03.604Z
59,E2_World_A1_localization,,SAY.Dialog:BadAtFarmGate.4.Bad Ass,SAY.Dialog:BadAtFarmGate.4.Bad Ass,I'll find Sad Ass and Sturdy Ass and take them to the river.,Ik zal (Sad Ass) en (Sturdy Ass) naar de rivier brengen.,2025-12-29T22:52:03.604Z
60,E2_World_A1_localization,End of A1.,SAY.Dialog:BadAtFarmGate.3.Bad Ass,SAY.Dialog:BadAtFarmGate.3.Bad Ass,You find a way to stop the fire and save the Farm.,Zoek een manier om het vuur te blussen en de Boerderij te redden.,2025-12-29T22:52:03.604Z
3,E2_BadAssRescue_localization,If Nice hits too much fire in A1, she blacks out and is awakened by Bad Ass.,SAY.Dialog:BadRescue.2.Bad Ass,SAY.Dialog:BadRescue.2.Bad Ass,Get up!,Opstaan!,2025-12-29T22:52:03.604Z
4,E2_BadAssRescue_localization,,SAY.Dialog:BadRescue.5.Bad Ass,SAY.Dialog:BadRescue.5.Bad Ass,I found you passed out on the road and had to drag you back here.,Ik vond u buitenwesten naast de weg en moest u naar hier sleuren.,2025-12-29T22:52:03.604Z
5,E2_BadAssRescue_localization,,SAY.Dialog:BadRescue.4.Bad Ass,SAY.Dialog:BadRescue.4.Bad Ass,"I thought you were trying to get your jobs back, not burn everything to the ground.","Ik dacht dat jullie probeerden jullie jobs terug te pakken, niet de boel platbranden.",2025-12-29T22:52:03.604Z
6,E2_BadAssRescue_localization,,SAY.Dialog:BadRescue.6.Bad Ass,SAY.Dialog:BadRescue.6.Bad Ass,I can't keep the fire back any longer.,Ik kon het vuur niet langer tegenhouden.,2025-12-29T22:52:03.604Z
7,E2_BadAssRescue_localization,,SAY.Dialog:BadRescue.3.Bad Ass,SAY.Dialog:BadRescue.3.Bad Ass,The bridge is completely lost.,De brug is compleet verloren.,2025-12-29T22:52:03.604Z
8,E2_BadAssRescue_localization,,SAY.Dialog:BadRescue.9.Bad Ass,SAY.Dialog:BadRescue.9.Bad Ass,I'll find Sad Ass and Sturdy Ass and take them to the river.,Ik zoek (Sad Ass) en (Sturdy Ass) en breng ze naar de rivier.,2025-12-29T22:52:03.604Z
9,E2_BadAssRescue_localization,,SAY.Dialog:BadRescue.8.Bad Ass,SAY.Dialog:BadRescue.8.Bad Ass,You find a way to stop the fire and save the Farm.,Zoek een manier om dat vuur te blussen en de Boerderij te redden.,2025-12-29T22:52:03.604Z
3,E2_World_B1_localization,Interactable Object, Sign.,SAY.Sign_TheMines_Dirty.1.Dirty Sign,SAY.Sign_TheMines_Dirty.1.Dirty Sign,Butte Industry Coal Mines,Vanscheetvelde Industrie en Kolen,2025-12-29T22:52:03.604Z
4,E2_World_B1_localization,Interactable Object, Sign.,SAY.Sign_TheMinesEntrance_Warning.1.Warning Sign,SAY.Sign_TheMinesEntrance_Warning.1.Warning Sign,364 DAYS SINCE LAST MINING ACCIDENT,364 DAGEN SINDS LAATSTE INCIDENT,2025-12-29T22:52:03.604Z
5,E2_World_B1_localization,Interactable Object, Sign.,SAY.Sign_WelcomeToFarm_Welcome.1.Welcome Sign,SAY.Sign_WelcomeToFarm_Welcome.1.Welcome Sign,"Welcome to Fannyside Farm. To the west, our beautiful Heritage Stable and wheat fields.","Welkom op de Boerderij van Muilegem. Ten westen, onze prachtige Erfgoedshoeve en korenvelden.",2025-12-29T22:52:03.604Z
6,E2_World_B1_localization,Interactable Object, Sign.,SAY.Sign_WelcomeToFarm_Welcome.2.Welcome Sign,SAY.Sign_WelcomeToFarm_Welcome.2.Welcome Sign,"To the south, our state of the art Mill and Granary.","Naar 't zuiden, onze hoogmoderne Molen en Graanschuur.",2025-12-29T22:52:03.604Z
7,E2_World_B1_localization,Interactable Object, Sign.,SAY.Sign_Highway_Official.1.Official Sign,SAY.Sign_Highway_Official.1.Official Sign,NEW Government Sponsored Highway: Connecting Urban and Rural Communities,NIEW Overheids-gesubsidiëerde snelweg: brengt stedelijke en landelijke regios in verbinding.,2025-12-29T22:52:03.604Z
8,E2_World_B1_localization,Interactable Object, Sign.,SAY.Sign_MountainPath_Decrepit.1.Decrepit Sign,SAY.Sign_MountainPath_Decrepit.1.Decrepit Sign,The Long Way to the Forest Shrine,De Lange Weg Naar 't Schrijn in 't Bos.,2025-12-29T22:52:03.604Z
9,E2_World_B1_localization,Interactable Object, Sign.,SAY.Sign_MountainPath_Decrepit.6.Decrepit Sign,SAY.Sign_MountainPath_Decrepit.6.Decrepit Sign,CLOSED FOR REPAIRS,GESLOTEN WEGENS ONDERHOUD,2025-12-29T22:52:03.604Z
10,E2_World_B1_localization,Interactable Object, Sign.,SAY.Sign_Mill_Fancy.1.Fancy Sign,SAY.Sign_Mill_Fancy.1.Fancy Sign,The State of the Art Mill and Granary,De hoogmoderne Molen en Graanschuur.,2025-12-29T22:52:03.604Z
11,E2_World_B1_localization,Interactable Object, Sign.,SAY.Sign_Outhouse_Shitty.1.Shitty Sign,SAY.Sign_Outhouse_Shitty.1.Shitty Sign,The Outhouse,De Hudo,2025-12-29T22:52:03.604Z
12,E2_World_B1_localization,Interactable Object, Sign.,SAY.Sign_TheStable_Old.1.Old Sign,SAY.Sign_TheStable_Old.1.Old Sign,The Heritage Stable,De Erfgoedshoeve,2025-12-29T22:52:03.604Z
13,E2_World_B1_localization,Interactable Object, Sign.,SAY.Sign_TheWell_Historic.1.Historic Sign,SAY.Sign_TheWell_Historic.1.Historic Sign,Ya'fur's Well,De Bron van Ya'Fur,2025-12-29T22:52:03.604Z
15,E2_World_B1_localization,Continuing from the moment after Nice Ass ran to the Farm. The Herd negotiates how to save the Humans.,SAY.Dialog:B1_MainDialog.1.Smart Ass,SAY.Dialog:B1_MainDialog.1.Smart Ass,Plan C Part TWO!,Plan C Deel TWEE!,2025-12-29T22:52:03.604Z
16,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.48.Smart Ass,SAY.Dialog:B1_MainDialog.48.Smart Ass,Who's going to run into the burning houses to save the Humans?,Wie gaat er de brandende huizen binnen om de Mensen te redden?,2025-12-29T22:52:03.604Z
17,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.52.Smart Ass,SAY.Dialog:B1_MainDialog.52.Smart Ass,...anyone but Slow Ass.,"...maakt niet uit wie, buiten (Slow Ass).",2025-12-29T22:52:03.604Z
18,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.68.Slow Ass,SAY.Dialog:B1_MainDialog.68.Slow Ass,*p-phew*,*oe-oef*,2025-12-29T22:52:03.604Z
19,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.54.Sick Ass,SAY.Dialog:B1_MainDialog.54.Sick Ass,*COUGH COUGH*,*KUCH KUCH*,2025-12-29T22:52:03.604Z
20,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.55.Kick Ass,SAY.Dialog:B1_MainDialog.55.Kick Ass,Send Big Ass!,Stuur (Big Ass)!,2025-12-29T22:52:03.604Z
21,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.13.Big Ass,SAY.Dialog:B1_MainDialog.13.Big Ass,I won't fit.,Ik pas daar niet tussen.,2025-12-29T22:52:03.604Z
22,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.56.Big Ass,SAY.Dialog:B1_MainDialog.56.Big Ass,How about Thirsty?,En (Thirsty Ass)?,2025-12-29T22:52:03.604Z
23,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.16.Thirsty Ass,SAY.Dialog:B1_MainDialog.16.Thirsty Ass,"It's too DAMN DRY, I'd never make it.",Da's daar véél TE DROOG. 'K geraak daar nooit!,2025-12-29T22:52:03.604Z
24,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.57.Thirsty Ass,SAY.Dialog:B1_MainDialog.57.Thirsty Ass,"How about you, Smart?","En jij, (Smart Ass)?",2025-12-29T22:52:03.604Z
25,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.3.Smart Ass,SAY.Dialog:B1_MainDialog.3.Smart Ass,You want to send your ACE STRATEGIST into a FIRE?! You gotta be joking!,"Jij wilt je BESTE STRATEEG die BRAND insturen? Is dat voor te lachen, ofzo!",2025-12-29T22:52:03.604Z
26,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.59.Smart Ass,SAY.Dialog:B1_MainDialog.59.Smart Ass,Sick Ass? Kick Ass? Anyone?,(Sick Ass)? (Kick Ass)? Iemand?,2025-12-29T22:52:03.604Z
27,E2_World_B1_localization,Smart Ass looks in all directions.,SAY.Dialog:B1_MainDialog.58.Smart Ass,SAY.Dialog:B1_MainDialog.58.Smart Ass,"Listen. If we don't save the Humans, who will bring us our Hay?","Luister. Als wij de Mensen niet redden, wie gaat er ons dan Hooi komen geven?",2025-12-29T22:52:03.604Z
28,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.5.Smart Ass,SAY.Dialog:B1_MainDialog.5.Smart Ass,Who will trim our Hooves?,We gaat er onze Hoeven kuisen?,2025-12-29T22:52:03.604Z
29,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.69.Smart Ass,SAY.Dialog:B1_MainDialog.69.Smart Ass,Who will scratch the inside of our ears?,Wie gaat er achter onze oren krabben?,2025-12-29T22:52:03.604Z
30,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.6.Smart Ass,SAY.Dialog:B1_MainDialog.6.Smart Ass,Who will give us medicine when we're ill?,Wie gaat er ons medicijnen geven wanneer we ziek zijn?,2025-12-29T22:52:03.604Z
31,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.7.Smart Ass,SAY.Dialog:B1_MainDialog.7.Smart Ass,Who will clean the shit out of our beds?,Wie gaat er de stront uit onze bedden vegen?,2025-12-29T22:52:03.604Z
32,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.8.Smart Ass,SAY.Dialog:B1_MainDialog.8.Smart Ass,Who will GIVE US OUR JOBS BACK?,Wie gaat er ONZE JOBS TERUGGEVEN?,2025-12-29T22:52:03.604Z
33,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.9.Hard Ass,SAY.Dialog:B1_MainDialog.9.Hard Ass,...,...,2025-12-29T22:52:03.604Z
34,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.10.Hard Ass,SAY.Dialog:B1_MainDialog.10.Hard Ass,I'll do it.,Ik doe het wel.,2025-12-29T22:52:03.604Z
35,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.47.Smart Ass,SAY.Dialog:B1_MainDialog.47.Smart Ass,Better you than me!,Liever jij dan ik!,2025-12-29T22:52:03.604Z
36,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.11.Smart Ass,SAY.Dialog:B1_MainDialog.11.Smart Ass,"Okay, we're all set for Plan C!","Oké, we zijn klaar voor Plan C.",2025-12-29T22:52:03.604Z
37,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.63.Smart Ass,SAY.Dialog:B1_MainDialog.63.Smart Ass,"ONE, Nice Ass saves the Farm.","ÉÉN, (Nice Ass) redt de Boerderij.",2025-12-29T22:52:03.604Z
38,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.62.Smart Ass,SAY.Dialog:B1_MainDialog.62.Smart Ass,"TWO, Hard Ass saves the Humans.","TWEE, (Hard Ass) redt de Mensen.",2025-12-29T22:52:03.604Z
39,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.61.Smart Ass,SAY.Dialog:B1_MainDialog.61.Smart Ass,"THREE, the rest of us get water from the river, put out the fire, convince the Humans to give up their Machines...","DRIE, de rest gaat water van de rivier halen, blust het vuur en overtuigt de mensen hun Machines zo te laten...",2025-12-29T22:52:03.604Z
40,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.67.Smart Ass,SAY.Dialog:B1_MainDialog.67.Smart Ass,AND GET OUR JOBS BACK!,EN ONZE JOBS TERUG TE GEVEN!,2025-12-29T22:52:03.604Z
41,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.64.Smart Ass,SAY.Dialog:B1_MainDialog.64.Smart Ass,Easy.,Poepsimpel.,2025-12-29T22:52:03.604Z
42,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.17.Slow Ass,SAY.Dialog:B1_MainDialog.17.Slow Ass,And I'll sing the Song of Ascension for Trusty.,En ik zal de Ezelenhemelvaartszangderzielen voor (Trusty Ass) zingen.,2025-12-29T22:52:03.604Z
43,E2_World_B1_localization,,SAY.Dialog:B1_MainDialog.170.Slow Ass,SAY.Dialog:B1_MainDialog.170.Slow Ass,Ass P-Power?,Ezel P-power?,2025-12-29T22:52:03.604Z
