# File: 6_asses.masses_E6Proxy
# Processed: 2025-08-21T22:17:44.729Z
# Sheets: 8

RowNumber,SheetName,Context,Key,Utterer,SourceEnglish,TranslatedDutch,ProcessedAt
16,E6_Nightmare_localization,"","",SAY.Dialog:Butte_Normal.35.Mr. Butte,"We're going to get the Boring Machine up and running, and it'll save our Mine from going under.","",2025-08-21T22:17:44.729Z
17,E6_Nightmare_localization,"","",SAY.Dialog:Butte_Normal.34.Mr. Butte,"Once I recoup the money I spent on the Machine, I'll send my son, Cole, to that fancy university he got into...","",2025-08-21T22:17:44.729Z
18,E6_Nightmare_localization,End NPC dialogue.,"",SAY.Dialog:Butte_Normal.33.Mr. Butte,And all of my workers will be taken care of too!,"",2025-08-21T22:17:44.729Z
19,E6_Nightmare_localization,Repeater line.,"",SAY.Dialog:Butte_Normal.21.Mr. Butte,This Machine will fix everything... I know it!,"",2025-08-21T22:17:44.729Z
20,E6_Nightmare_localization,Start NPC dialogue.,"",SAY.Dialog:Lazy.1.Lazy Ass,Heyyyy Hard! Thanks for switching shifts with me.,"",2025-08-21T22:17:44.729Z
21,E6_Nightmare_localization,"","",SAY.Dialog:Lazy.8.Lazy Ass,I love 'working' with Cole Butte.,"",2025-08-21T22:17:44.729Z
22,E6_Nightmare_localization,"","",SAY.Dialog:Lazy.9.Lazy Ass,We sit together on Level 300 while he talks about Robots and smokes.,"",2025-08-21T22:17:44.729Z
23,E6_Nightmare_localization,End NPC dialogue. Lazy and Cole leave.,"",SAY.Dialog:Lazy.10.Lazy Ass,"Boredom is freedom, ya know?","",2025-08-21T22:17:44.729Z
24,E6_Nightmare_localization,Start NPC dialogue.,"",SAY.Dialog:Sad_Normal.36.Sad Ass,Hullo Comrade...,"",2025-08-21T22:17:44.729Z
25,E6_Nightmare_localization,"","",SAY.Dialog:Sad_Normal.20.Sad Ass,Thanks again for taking Lazy's shift today.,"",2025-08-21T22:17:44.729Z
26,E6_Nightmare_localization,End NPC dialogue.,"",SAY.Dialog:Sad_Normal.35.Sad Ass,I love seeing her when she is happy.,"",2025-08-21T22:17:44.729Z
27,E6_Nightmare_localization,Repeater line.,"",SAY.Dialog:Sad_Normal.21.Sad Ass,Who could say no to Lazy's beautiful grey eyes?,"",2025-08-21T22:17:44.729Z
28,E6_Nightmare_localization,Start NPC dialogue.,"",SAY.Dialog:Jenny_Normal.20.Miner Jenny,WHAT TOOK YOU SO LONG YOU PIECE OF SHIT?!,"",2025-08-21T22:17:44.729Z
29,E6_Nightmare_localization,"","",SAY.Dialog:Jenny_Normal.37.Miner Jenny,I apologize donkey... I'm emotional.,"",2025-08-21T22:17:44.729Z
30,E6_Nightmare_localization,"","",SAY.Dialog:Jenny_Normal.40.Miner Jenny,I dumped Cole yesterday.,"",2025-08-21T22:17:44.729Z
31,E6_Nightmare_localization,"","",SAY.Dialog:Jenny_Normal.35.Miner Jenny,*SOB*,"",2025-08-21T22:17:44.729Z
32,E6_Nightmare_localization,End NPC dialogue.,"",SAY.Dialog:Jenny_Normal.41.Miner Jenny,"After all these years, I needed a break.","",2025-08-21T22:17:44.729Z
33,E6_Nightmare_localization,Repeater line.,"",SAY.Dialog:Jenny_Normal.21.Miner Jenny,Maybe I should leave and get a job in Mecha City...,"",2025-08-21T22:17:44.729Z
34,E6_Nightmare_localization,"Start NPC dialogue when getting to the furtherst right end of the map.
Cave in starts to happen.","",SAY.Dialog:LazyCole.2.Lazy Ass,"Heyyyy Hard Ass, what's shakin'? Haha.","",2025-08-21T22:17:44.729Z
35,E6_Nightmare_localization,"","",SAY.Dialog:LazyCole.5.Lazy Ass,"These rocks are really coming down, eh?","",2025-08-21T22:17:44.729Z
36,E6_Nightmare_localization,"","",SAY.Dialog:LazyCole.23.Lazy Ass,You better get outta here.,"",2025-08-21T22:17:44.729Z
37,E6_Nightmare_localization,End NPC dialogue. Lazy leaves and it becomes clear this is Hard Ass's nightmare.,"",SAY.Dialog:LazyCole.15.Lazy Ass,Tell Sad Ass not to worry—Cole's going to find us a way out.,"",2025-08-21T22:17:44.729Z
38,E6_Nightmare_localization,"NPC Dialogue (single line). Nightmare sequence.
Non-repeater line.","",SAY.Dialog:Worker.1.Miner With No Legs,{s}{s=7}My... legs...{/s},"",2025-08-21T22:17:44.729Z
39,E6_Nightmare_localization,NPC Dialogue. Nightmare sequence.,"",SAY.Dialog:Jenny_Horror.1.Miner Jenny,I never made it to Mecha City...,"",2025-08-21T22:17:44.729Z
40,E6_Nightmare_localization,Jenny kills herself with her shovel.,"",SAY.Dialog:Jenny_Horror.9.Miner Jenny,BECAUSE YOU KILLED ME!,"",2025-08-21T22:17:44.729Z
41,E6_Nightmare_localization,"NPC Dialogue (single line). Nightmare sequence.
Sad explodes.","",SAY.Dialog:Sad_Horror.1.Sad Ass,HAHAHAHAHAHAHAHAHAHA...,"",2025-08-21T22:17:44.729Z
42,E6_Nightmare_localization,NPC Dialogue. Nightmare sequence.,"",SAY.Dialog:Butte_Horror.1.Mr. Butte,*glug glug*,"",2025-08-21T22:17:44.729Z
43,E6_Nightmare_localization,Mr. Butte gets ripped apart by a mini-boring machine emerging from inside of him.,"",SAY.Dialog:Butte_Horror.6.Mr. Butte,...I don't feel so good—,"",2025-08-21T22:17:44.729Z
44,E6_Nightmare_localization,NPC Dialogue. Nightmare sequence.,"",SAY.Dialog:Kick_Horror.1.Kick Ass,—this is all YOUR FAULT!,"",2025-08-21T22:17:44.729Z
45,E6_Nightmare_localization,"","",SAY.Dialog:Kick_Horror.11.Kick Ass,You tore Sick AWAY FROM ME!,"",2025-08-21T22:17:44.729Z
46,E6_Nightmare_localization,Kick Ass vomits himself to death.,"",SAY.Dialog:Kick_Horror.9.Kick Ass,And you made me into a KILLER.,"",2025-08-21T22:17:44.729Z
47,E6_Nightmare_localization,NPC Dialogue. Nightmare sequence.,"",SAY.Dialog:Sick_Horror.1.Sick Ass,*COUGH COUGH*,"",2025-08-21T22:17:44.729Z
48,E6_Nightmare_localization,Sick Ass falls over dead and an Indiana Jones boulder appears behind her.,"",SAY.Dialog:Sick_Horror.14.Sick Ass,{s}{s=10}Turn around.{/s},"",2025-08-21T22:17:44.729Z
49,E6_Nightmare_localization,"A dialogue between Good Hard Ass and Evil Hard Ass ensues.
Good Hard Ass.","",SAY.Dialog:FoundLazy.24.Hard Ass,We failed to save Lazy.,"",2025-08-21T22:17:44.729Z
50,E6_Nightmare_localization,"","",SAY.Dialog:FoundLazy.1.Hard Ass,You can't keep running from the truth.,"",2025-08-21T22:17:44.729Z
51,E6_Nightmare_localization,Evil Hard Ass (Player).,"",SAY.Dialog:FoundLazy.8.Hard Ass,I have made up for our mistake.,"",2025-08-21T22:17:44.729Z
52,E6_Nightmare_localization,"","",SAY.Dialog:FoundLazy.25.Hard Ass,I am protecting the Herd.,"",2025-08-21T22:17:44.729Z
53,E6_Nightmare_localization,Good Hard Ass.,"",SAY.Dialog:FoundLazy.7.Hard Ass,You're miserable.,"",2025-08-21T22:17:44.729Z
54,E6_Nightmare_localization,Evil Hard Ass (Player).,"",SAY.Dialog:FoundLazy.12.Hard Ass,Revolutions have no room for emotions.,"",2025-08-21T22:17:44.729Z
55,E6_Nightmare_localization,Good Hard Ass.,"",SAY.Dialog:FoundLazy.11.Hard Ass,Revolutions can't be won alone.,"",2025-08-21T22:17:44.729Z
56,E6_Nightmare_localization,"","",SAY.Dialog:FoundLazy.27.Hard Ass,You underestimated our friends and let the Herd split apart.,"",2025-08-21T22:17:44.729Z
57,E6_Nightmare_localization,Evil Hard Ass (Player).,"",SAY.Dialog:FoundLazy.30.Hard Ass,They weren't ready.,"",2025-08-21T22:17:44.729Z
58,E6_Nightmare_localization,Good Hard Ass.,"",SAY.Dialog:FoundLazy.10.Hard Ass,You never gave them a chance.,"",2025-08-21T22:17:44.729Z
59,E6_Nightmare_localization,"","",SAY.Dialog:FoundLazy.9.Hard Ass,I'm not going to sit back and watch you destroy us.,"",2025-08-21T22:17:44.729Z
60,E6_Nightmare_localization,A showdown (fight) between Evil Hard Ass and the Nightmare version of the Herd occurs.,"",SAY.Dialog:FoundLazy.31.Hard Ass,I'm taking back control now whether you like it or not.,"",2025-08-21T22:17:44.729Z
61,E6_Nightmare_localization,x,"",SAY.Dialog_Thirsty.38.,"Comrade Sturdy! Hell, you look parched!","",2025-08-21T22:17:44.729Z
62,E6_Nightmare_localization,This dialogue is in the wrong scene. CUT.,"",SAY.Dialog_Thirsty.41.,The Bar needs something beautiful...,"",2025-08-21T22:17:44.729Z
63,E6_Nightmare_localization,This dialogue is in the wrong scene. CUT.,"",SAY.Dialog_Thirsty.43.,Mosey on over and take a sip of my new drink special: The Pail Ale!,"",2025-08-21T22:17:44.729Z
64,E6_Nightmare_localization,This dialogue is in the wrong scene. CUT.,"",SAY.Dialog_Thirsty.44.,"Tonight, The Bottoms Up Bar is finally openin'!","",2025-08-21T22:17:44.729Z
65,E6_Nightmare_localization,This dialogue is in the wrong scene. CUT.,"",SAY.Dialog_Thirsty.45.,I think this here bar is missin' the somethin' special that makes it worth comin' to.,"",2025-08-21T22:17:44.729Z
66,E6_Nightmare_localization,This dialogue is in the wrong scene. CUT.,"",SAY.Dialog_Thirsty.46.,"Say, if yer lookin' for a distraction...","",2025-08-21T22:17:44.729Z
67,E6_Nightmare_localization,This dialogue is in the wrong scene. CUT.,"",SAY.Dialog_Thirsty.47.,But hey at least she's keepin' outta trouble.,"",2025-08-21T22:17:44.729Z
68,E6_Nightmare_localization,This dialogue is in the wrong scene. CUT.,"",SAY.Dialog_Thirsty.48.,Lemme guess—{$NewName} still spending all her time inside playin' Rocks with Bad Ass?,"",2025-08-21T22:17:44.729Z
69,E6_Nightmare_localization,This dialogue is in the wrong scene. CUT.,"",SAY.Dialog_Thirsty.49.,"It's looking good, Comrade.","",2025-08-21T22:17:44.729Z
70,E6_Nightmare_localization,This dialogue is in the wrong scene. CUT.,"",SAY.Dialog_Thirsty.50.,Always been my darn DREAM to have a place for us Asses to take a break and share some good 'ol water.,"",2025-08-21T22:17:44.729Z
71,E6_Nightmare_localization,This dialogue is in the wrong scene. CUT.,"",SAY.Dialog_Thirsty.51.,I could definitely use a drink and an ear to bend.,"",2025-08-21T22:17:44.729Z
72,E6_Nightmare_localization,This dialogue is in the wrong scene. CUT.,"",SAY.Dialog_Thirsty.54.,What do ya think it needs?,"",2025-08-21T22:17:44.729Z
3,E6_BattleHard_localization,Good Hard Ass.,"",SAY.DialogMaster.1.Hard Ass,You are weak.,"",2025-08-21T22:17:44.729Z
4,E6_BattleHard_localization,Evil Hard Ass (Player).,"",SAY.DialogMaster.71.Hard Ass,You cannot beat me one-on-one.,"",2025-08-21T22:17:44.729Z
5,E6_BattleHard_localization,"Good Hard Ass. The fight begins. 
The other Asses enter the fight one by one.","",SAY.DialogMaster.72.Hard Ass,Who says I'm alone?\n,"",2025-08-21T22:17:44.729Z
6,E6_BattleHard_localization,NPC Dialogue on entrance to the fight. (Spoken by Thirsty),"",SAY.DialogMaster.19.Thirsty Ass,"Heck, I don't have a drop of respect left for you.","",2025-08-21T22:17:44.729Z
7,E6_BattleHard_localization,NPC Dialogue on entrance to the fight.,"",SAY.DialogMaster.74.Hard Ass,Prepare to become obsolete.,"",2025-08-21T22:17:44.729Z
8,E6_BattleHard_localization,NPC Dialogue on entrance to the fight.,"",SAY.DialogMaster.29.Sad Ass,Time to put you out of YOUR misery...,"",2025-08-21T22:17:44.729Z
9,E6_BattleHard_localization,NPC Dialogue on entrance to the fight.,"",SAY.DialogMaster.34.Sturdy Ass,"Comrade, you've gotten weak. It's only a matter of time until you crack.","",2025-08-21T22:17:44.729Z
10,E6_BattleHard_localization,NPC Dialogue on entrance to the fight.,"",SAY.DialogMaster.39.Nice Ass,"Golly, you're about to get pounded, in less than two minutes!","",2025-08-21T22:17:44.729Z
11,E6_BattleHard_localization,NPC Dialogue on entrance to the fight.,"",SAY.DialogMaster.44.{$NewName},"Uncle Hard, everyone says you're a two-faced liar!","",2025-08-21T22:17:44.729Z
12,E6_BattleHard_localization,Player Attack.,"",WRITE.DialogLocalizer.45,Vengence,"",2025-08-21T22:17:44.729Z
13,E6_BattleHard_localization,UI.,"",WRITE.DialogLocalizer.40,Strike one target,"",2025-08-21T22:17:44.729Z
14,E6_BattleHard_localization,Player Attack.,"",WRITE.DialogLocalizer.47,Torment,"",2025-08-21T22:17:44.729Z
15,E6_BattleHard_localization,UI.,"",WRITE.DialogLocalizer.39,Strike one target,"",2025-08-21T22:17:44.729Z
16,E6_BattleHard_localization,Player Attack.,"",WRITE.DialogLocalizer.48,Trauma,"",2025-08-21T22:17:44.729Z
17,E6_BattleHard_localization,UI.,"",WRITE.DialogLocalizer.41,Strike multiple targets,"",2025-08-21T22:17:44.729Z
18,E6_BattleHard_localization,Player Attack.,"",WRITE.DialogLocalizer.49,Endure,"",2025-08-21T22:17:44.729Z
19,E6_BattleHard_localization,UI.,"",WRITE.DialogLocalizer.42,Raise your defence,"",2025-08-21T22:17:44.729Z
20,E6_BattleHard_localization,Player Attack.,"",WRITE.DialogLocalizer.50,Lick Wounds,"",2025-08-21T22:17:44.729Z
21,E6_BattleHard_localization,UI.,"",WRITE.DialogLocalizer.43,Recover your health,"",2025-08-21T22:17:44.729Z
22,E6_BattleHard_localization,Player Attack.,"",WRITE.DialogLocalizer.46,Annihilation,"",2025-08-21T22:17:44.729Z
23,E6_BattleHard_localization,UI.,"",WRITE.DialogLocalizer.44,Critically strike multiple targets,"",2025-08-21T22:17:44.729Z
24,E6_BattleHard_localization,Attack.,"",WRITE.DialogLocalizer.1,Acceleration,"",2025-08-21T22:17:44.729Z
25,E6_BattleHard_localization,Attack.,"",WRITE.DialogLocalizer.2,Annihilation,"",2025-08-21T22:17:44.729Z
26,E6_BattleHard_localization,Attack.,"",WRITE.DialogLocalizer.3,Bleeding Heart,"",2025-08-21T22:17:44.729Z
27,E6_BattleHard_localization,Attack.,"",WRITE.DialogLocalizer.4,Breach,"",2025-08-21T22:17:44.729Z
28,E6_BattleHard_localization,Attack.,"",WRITE.DialogLocalizer.5,Bum Rush,"",2025-08-21T22:17:44.729Z
29,E6_BattleHard_localization,Attack.,"",WRITE.DialogLocalizer.6,Catastrophe,"",2025-08-21T22:17:44.729Z
30,E6_BattleHard_localization,Attack.,"",WRITE.DialogLocalizer.7,Courage,"",2025-08-21T22:17:44.729Z
31,E6_BattleHard_localization,Attack.,"",WRITE.DialogLocalizer.8,Dominate,"",2025-08-21T22:17:44.729Z
32,E6_BattleHard_localization,Attack.,"",WRITE.DialogLocalizer.9,Drain,"",2025-08-21T22:17:44.729Z
33,E6_BattleHard_localization,Attack.,"",WRITE.DialogLocalizer.10,Endure,"",2025-08-21T22:17:44.729Z
34,E6_BattleHard_localization,Attack.,"",WRITE.DialogLocalizer.11,Gaslighting,"",2025-08-21T22:17:44.729Z
35,E6_BattleHard_localization,Attack.,"",WRITE.DialogLocalizer.12,Helmet Headbutt,"",2025-08-21T22:17:44.729Z
36,E6_BattleHard_localization,Attack.,"",WRITE.DialogLocalizer.13,High Noon,"",2025-08-21T22:17:44.729Z
37,E6_BattleHard_localization,Attack.,"",WRITE.DialogLocalizer.14,Impenetrable,"",2025-08-21T22:17:44.729Z
38,E6_BattleHard_localization,Attack.,"",WRITE.DialogLocalizer.15,Lick Wounds,"",2025-08-21T22:17:44.729Z
39,E6_BattleHard_localization,Attack.,"",WRITE.DialogLocalizer.16,Plow,"",2025-08-21T22:17:44.729Z
40,E6_BattleHard_localization,Attack.,"",WRITE.DialogLocalizer.17,Quench,"",2025-08-21T22:17:44.729Z
41,E6_BattleHard_localization,Attack.,"",WRITE.DialogLocalizer.18,Rock Bottom,"",2025-08-21T22:17:44.729Z
42,E6_BattleHard_localization,Attack.,"",WRITE.DialogLocalizer.19,Rocks,"",2025-08-21T22:17:44.729Z
43,E6_BattleHard_localization,Attack.,"",WRITE.DialogLocalizer.20,Scrap,"",2025-08-21T22:17:44.729Z
44,E6_BattleHard_localization,Attack.,"",WRITE.DialogLocalizer.21,Stomping Ground,"",2025-08-21T22:17:44.729Z
45,E6_BattleHard_localization,Attack.,"",WRITE.DialogLocalizer.22,Trauma,"",2025-08-21T22:17:44.729Z
46,E6_BattleHard_localization,Attack.,"",WRITE.DialogLocalizer.23,Torment,"",2025-08-21T22:17:44.729Z
47,E6_BattleHard_localization,Attack.,"",WRITE.DialogLocalizer.24,Vengence,"",2025-08-21T22:17:44.729Z
48,E6_BattleHard_localization,UI. Target.,"",WRITE.DialogLocalizer.26,Hard Ass,"",2025-08-21T22:17:44.729Z
49,E6_BattleHard_localization,UI. Target.,"",WRITE.DialogLocalizer.30,Hard Ass,"",2025-08-21T22:17:44.729Z
50,E6_BattleHard_localization,UI. Target.,"",WRITE.DialogLocalizer.31,Nice Ass,"",2025-08-21T22:17:44.729Z
51,E6_BattleHard_localization,UI. Target.,"",WRITE.DialogLocalizer.32,Thirsty Ass,"",2025-08-21T22:17:44.729Z
52,E6_BattleHard_localization,UI. Target.,"",WRITE.DialogLocalizer.33,Sturdy Ass,"",2025-08-21T22:17:44.729Z
53,E6_BattleHard_localization,UI. Target.,"",WRITE.DialogLocalizer.36,Sad Ass,"",2025-08-21T22:17:44.729Z
54,E6_BattleHard_localization,"UI. example: ""Sad Ass uses:","",WRITE.DialogLocalizer.53,uses,"",2025-08-21T22:17:44.729Z
55,E6_BattleHard_localization,Evil Hard Ass (Player) WINS.,"",SAY.DialogMaster.4.Hard Ass,No compromises.,"",2025-08-21T22:17:44.729Z
56,E6_BattleHard_localization,Evil Hard Ass (Player) LOSES.,"",SAY.DialogMaster.6.Hard Ass,We're just trying to help.,"",2025-08-21T22:17:44.729Z
3,E6_World_localization,1.1 Evil Hard Ass Wins,"",SAY.Dialog:PostNightmare.15.Hard Ass,I'll kill ANYONE in my way!,"",2025-08-21T22:17:44.729Z
4,E6_World_localization,"","",SAY.Dialog:PostNightmare.134.Hard Ass,Revolutions have no room for emotions.,"",2025-08-21T22:17:44.729Z
5,E6_World_localization,"Branch (1.1, and 1.2) converge. 
The scene fades in to Sturdy Ass and the Foal standing in front of Hard Ass.","",SAY.Dialog:PostNightmare.7.Sturdy Ass,Comrade?,"",2025-08-21T22:17:44.729Z
6,E6_World_localization,"","",SAY.Dialog:PostNightmare.23.Sturdy Ass,It's not like you to nod off at your post.,"",2025-08-21T22:17:44.729Z
7,E6_World_localization,"","",SAY.Dialog:PostNightmare.19.Hard Ass,I'm... fine Comrade.,"",2025-08-21T22:17:44.729Z
8,E6_World_localization,"","",SAY.Dialog:PostNightmare.22.Hard Ass,It was a momentary lapse.,"",2025-08-21T22:17:44.729Z
9,E6_World_localization,"","",SAY.Dialog:PostNightmare.20.{$NewName},Hi Uncle Hard! How many Humans have you killed today?,"",2025-08-21T22:17:44.729Z
10,E6_World_localization,"","",SAY.Dialog:PostNightmare.24.Sturdy Ass,{$NewName}!!,"",2025-08-21T22:17:44.729Z
11,E6_World_localization,"","",SAY.Dialog:PostNightmare.25.{$NewName},Ugh! It's just a QUESTION.,"",2025-08-21T22:17:44.729Z
12,E6_World_localization,"","",SAY.Dialog:PostNightmare.26.{$NewName},Yeesh.,"",2025-08-21T22:17:44.729Z
13,E6_World_localization,"","",SAY.Dialog:PostNightmare.27.{$NewName},"Uncle Hard, Comrade Mother and I are spending 'quality time' together, wanna come?","",2025-08-21T22:17:44.729Z
14,E6_World_localization,"","",SAY.Dialog:PostNightmare.28.Sturdy Ass,Uncle Hard can't abandon his post.,"",2025-08-21T22:17:44.729Z
15,E6_World_localization,"","",SAY.Dialog:PostNightmare.29.Sturdy Ass,The Humans are still trying to breach the Barricades and our Territory must be protected.,"",2025-08-21T22:17:44.729Z
16,E6_World_localization,1.2 Good Hard Ass wins,"",SAY.Dialog:PostNightmare.16.Hard Ass,It all stops now.,"",2025-08-21T22:17:44.729Z
17,E6_World_localization,"","",SAY.Dialog:PostNightmare.133.Hard Ass,Revolutions can't be won alone.,"",2025-08-21T22:17:44.729Z
18,E6_World_localization,Branch 2.1. EVIL version of Hard Ass WON.,"",SAY.Dialog:PostNightmare.91.Hard Ass,I must keep the Humans out.,"",2025-08-21T22:17:44.729Z
19,E6_World_localization,Jump to line x.,"",SAY.Dialog:PostNightmare.92.Hard Ass,They are a threat to our autonomy.,"",2025-08-21T22:17:44.729Z
20,E6_World_localization,Branch 2.2. GOOD version of Hard Ass WON. Jump to line x.,"",SAY.Dialog:PostNightmare.93.Hard Ass,We need to protect each other.,"",2025-08-21T22:17:44.729Z
21,E6_World_localization,"","",SAY.Dialog:PostNightmare.67.{$NewName},When will Aunty Smart and the others decide to come home?,"",2025-08-21T22:17:44.729Z
22,E6_World_localization,The sound of a vehicle approaching. Hard Ass leaves to take care of the intruders.,"",SAY.Dialog:PostNightmare.70.Hard Ass,Duty calls.,"",2025-08-21T22:17:44.729Z
23,E6_World_localization,"","",SAY.Dialog:PostNightmare.73.Sturdy Ass,{$NewName}! I won't tell you again: the others have gone against the Gods.,"",2025-08-21T22:17:44.729Z
24,E6_World_localization,"","",SAY.Dialog:PostNightmare.75.Sturdy Ass,"And if they ever come back, this isn't their home anymore.","",2025-08-21T22:17:44.729Z
25,E6_World_localization,"","",SAY.Dialog:PostNightmare.76.{$NewName},...,"",2025-08-21T22:17:44.729Z
26,E6_World_localization,"","",SAY.Dialog:PostNightmare.77.{$NewName},Can we head back to the Old Village now?,"",2025-08-21T22:17:44.729Z
27,E6_World_localization,"After this line, the Foal and Sturdy expore the map in search of the Theatre.","",SAY.Dialog:PostNightmare.78.{$NewName},You promised to show me where the Old Theatre is.,"",2025-08-21T22:17:44.729Z
28,E6_World_localization,Randomized dialogue for when Sturdy tries to talk to the Foal.,"",SAY.Dialog:FoalFollow.26.{$NewName},"Let's go, let's go, let's go!","",2025-08-21T22:17:44.729Z
29,E6_World_localization,Randomized dialogue for when Sturdy tries to talk to the Foal.,"",SAY.Dialog:FoalFollow.27.{$NewName},Is this what it was like on the day of the protest?,"",2025-08-21T22:17:44.729Z
30,E6_World_localization,Randomized dialogue for when Sturdy tries to talk to the Foal.,"",SAY.Dialog:FoalFollow.28.{$NewName},The sun is so bright!,"",2025-08-21T22:17:44.729Z
31,E6_World_localization,"","",SAY.Dialog:FoalFollow.30.{$NewName},It's a good thing I have my helmet.,"",2025-08-21T22:17:44.729Z
32,E6_World_localization,Randomized dialogue for when Sturdy tries to talk to the Foal.,"",SAY.Dialog:FoalFollow.29.{$NewName},WAHOO! There are so many cool rocks out here!,"",2025-08-21T22:17:44.729Z
33,E6_World_localization,A fork in the road. Sturdy and the Foal discuss which way to go to get to the Theatre.,"",SAY.Dialog:ShortWayLongWay.45.Sturdy Ass,Which way should we go?,"",2025-08-21T22:17:44.729Z
34,E6_World_localization,"","",SAY.Dialog:ShortWayLongWay.62.Sturdy Ass,The Short Way to the South or the Long Way to the North East?,"",2025-08-21T22:17:44.729Z
35,E6_World_localization,"","",SAY.Dialog:ShortWayLongWay.57.{$NewName},"Ugh. Whatever, Comrade Mother.","",2025-08-21T22:17:44.729Z
36,E6_World_localization,"After this, Sturdy chooses which way to go.","",SAY.Dialog:ShortWayLongWay.58.{$NewName},"I don't care which way we go, as long we get to the Old Village!","",2025-08-21T22:17:44.729Z
37,E6_World_localization,"In the long way, Sturdy reminisces at an old shrine.
This version occurs if The Foal is present.","",SAY.Dialog:Shrine.10.Sturdy Ass,Something about this place makes me feel closer to the Gods.,"",2025-08-21T22:17:44.729Z
38,E6_World_localization,"In the long way, Sturdy reminisces at an old shrine.
This version occurs if The Foal is NOT present.","",SAY.Dialog:Shrine.36.Sturdy Ass,I'll have to bring {$NewName} here next time we have quality time together.,"",2025-08-21T22:17:44.729Z
39,E6_World_localization,"","",SAY.Dialog:Shrine.38.Sturdy Ass,Something about this place makes me feel closer to the Gods.,"",2025-08-21T22:17:44.729Z
40,E6_World_localization,"Dialogue for when Sturdy and the Foal arrive from the South entrance of Bumpkin Village.

Note for translators: this is the same dialogue as entering from the East entrance.","",SAY.Dialog:SturdyArrivesAtVillage.396.Sturdy Ass,"It's a shame you never saw this place as it was, before the Fire, before the Machines.","",2025-08-21T22:17:44.729Z
41,E6_World_localization,"","",SAY.Dialog:SturdyArrivesAtVillage.397.Sturdy Ass,I used to bring deliveries here from the Farm every day—,"",2025-08-21T22:17:44.729Z
42,E6_World_localization,"","",SAY.Dialog:SturdyArrivesAtVillage.398.{$NewName},—which one's the 'Theatre'?,"",2025-08-21T22:17:44.729Z
