# File: 0_asses.masses_Manager+Intermissions+E0Proxy
# Processed: 2025-08-21T22:17:44.106Z
# Sheets: 9

RowNumber,SheetName,Context,Key,Utterer,SourceEnglish,TranslatedDutch,ProcessedAt
32,CharacterProfiles_localization,"","",CHARACTER.Ringmaster Rico,Ringmaster Rico,"",2025-08-21T22:17:44.106Z
33,CharacterProfiles_localization,"","",CHARACTER.Zookeeper Rose,Zookeeper Rose,"",2025-08-21T22:17:44.106Z
34,CharacterProfiles_localization,"",Megafonia de la Fàbrica,CHARACTER.Factory PA,Factory PA,"",2025-08-21T22:17:44.106Z
35,CharacterProfiles_localization,"",Miner Sense Cames,CHARACTER.Miner With No Legs,Miner With No Legs,"",2025-08-21T22:17:44.106Z
36,CharacterProfiles_localization,"",Espectadors Patrick i Milton,CHARACTER.Audience Members Patrick & Milton,Audience Members Patrick & Milton,"",2025-08-21T22:17:44.106Z
37,CharacterProfiles_localization,"",Espectadora Laurel,CHARACTER.Audience Member Laurel,Audience Member Laurel,"",2025-08-21T22:17:44.106Z
38,CharacterProfiles_localization,"",Espectador David,CHARACTER.Audience Member David,Audience Member David,"",2025-08-21T22:17:44.106Z
39,CharacterProfiles_localization,"",DJ Marc,CHARACTER.Radio Host Marcos,DJ Marcos,"",2025-08-21T22:17:44.106Z
40,CharacterProfiles_localization,"",???,CHARACTER.???,???,"",2025-08-21T22:17:44.106Z
41,CharacterProfiles_localization,"",Joanet,CHARACTER.Child Joey,Child Joey,"",2025-08-21T22:17:44.106Z
42,CharacterProfiles_localization,"",Àvia Maria,CHARACTER.Grandma Kulan,Grandma Kulan,"",2025-08-21T22:17:44.106Z
43,CharacterProfiles_localization,"",La Minera Jennifer,CHARACTER.Miner Jenny,Miner Jenny,"",2025-08-21T22:17:44.106Z
44,CharacterProfiles_localization,"",Sr. Roca,CHARACTER.Mr. Butte,Mr. Butte,"",2025-08-21T22:17:44.106Z
45,CharacterProfiles_localization,Signs,Rètol,CHARACTER.Sign,Sign,"",2025-08-21T22:17:44.106Z
46,CharacterProfiles_localization,"",Rètol pudent,CHARACTER.Shitty Sign,Shitty Sign,"",2025-08-21T22:17:44.106Z
47,CharacterProfiles_localization,"",Rètol pintoresc,CHARACTER.Old Sign,Old Sign,"",2025-08-21T22:17:44.106Z
48,CharacterProfiles_localization,"",Rètol de benvinguda,CHARACTER.Welcome Sign,Welcome Sign,"",2025-08-21T22:17:44.106Z
49,CharacterProfiles_localization,"",Rètol exclusiu,CHARACTER.Fancy Sign,Fancy Sign,"",2025-08-21T22:17:44.106Z
50,CharacterProfiles_localization,"",Rètol oficial,CHARACTER.Official Sign,Official Sign,"",2025-08-21T22:17:44.106Z
51,CharacterProfiles_localization,"",Rètol brut,CHARACTER.Dirty Sign,Dirty Sign,"",2025-08-21T22:17:44.106Z
52,CharacterProfiles_localization,"",Rètol decrèpit,CHARACTER.Decrepit Sign,Decrepit Sign,"",2025-08-21T22:17:44.106Z
53,CharacterProfiles_localization,"",Rètol històric,CHARACTER.Historic Sign,Historic Sign,"",2025-08-21T22:17:44.106Z
54,CharacterProfiles_localization,"",Rètol de perill,CHARACTER.Warning Sign,Warning Sign,"",2025-08-21T22:17:44.106Z
55,CharacterProfiles_localization,Factory Donkeys (be sure to make a balance of gender between the ones marked with X),Correctase,CHARACTER.Proper Ass,Proper Ass,"",2025-08-21T22:17:44.106Z
56,CharacterProfiles_localization,x,Magrase,CHARACTER.Skinny Ass,Skinny Ass,"",2025-08-21T22:17:44.106Z
57,CharacterProfiles_localization,"",Tendrase,CHARACTER.Tender Ass,Tender Ass,"",2025-08-21T22:17:44.106Z
58,CharacterProfiles_localization,x,Pobrase,CHARACTER.Tragic Ass,Tragic Ass,"",2025-08-21T22:17:44.106Z
59,CharacterProfiles_localization,"",Salvatjase,CHARACTER.Wild Ass,Wild Ass,"",2025-08-21T22:17:44.106Z
60,CharacterProfiles_localization,"",Escassase,CHARACTER.Anxious Ass,Anxious Ass,"",2025-08-21T22:17:44.106Z
61,CharacterProfiles_localization,x,Esquifidase,CHARACTER.Resentful Ass,Resentful Ass,"",2025-08-21T22:17:44.106Z
62,CharacterProfiles_localization,"",Amargase,CHARACTER.Distressed Ass,Distressed Ass,"",2025-08-21T22:17:44.106Z
63,CharacterProfiles_localization,"",Fluixase,CHARACTER.Gloomy Ass,Gloomy Ass,"",2025-08-21T22:17:44.106Z
64,CharacterProfiles_localization,"",Primase,CHARACTER.Feeble Ass,Feeble Ass,"",2025-08-21T22:17:44.106Z
65,CharacterProfiles_localization,x,Prestase,CHARACTER.Helpful Ass,Helpful Ass,"",2025-08-21T22:17:44.106Z
66,CharacterProfiles_localization,x,Debilase,CHARACTER.Gaunt Ass,Gaunt Ass,"",2025-08-21T22:17:44.106Z
67,CharacterProfiles_localization,"",Flonjase,CHARACTER.Sleepy Ass,Sleepy Ass,"",2025-08-21T22:17:44.106Z
68,CharacterProfiles_localization,"",Mustiase,CHARACTER.Weepy Ass,Weepy Ass,"",2025-08-21T22:17:44.106Z
69,CharacterProfiles_localization,x,Rarase,CHARACTER.Edgy Ass,Edgy Ass,"",2025-08-21T22:17:44.106Z
70,CharacterProfiles_localization,x,Lividase,CHARACTER.Bleak Ass,Bleak Ass,"",2025-08-21T22:17:44.106Z
71,CharacterProfiles_localization,"",Deixadase,CHARACTER.Busted Ass,Busted Ass,"",2025-08-21T22:17:44.106Z
72,CharacterProfiles_localization,(Always male),Dretase,CHARACTER.Right Ass,Right Ass,"",2025-08-21T22:17:44.106Z
73,CharacterProfiles_localization,(Always male),Esquerrase,CHARACTER.Left Ass,Left Ass,"",2025-08-21T22:17:44.106Z
74,CharacterProfiles_localization,Astral Plane Donkeys,Insensatase,CHARACTER.Mad Ass,Mad Ass,"",2025-08-21T22:17:44.106Z
75,CharacterProfiles_localization,"",Fetidase,CHARACTER.Smelly Ass,Smelly Ass,"",2025-08-21T22:17:44.106Z
76,CharacterProfiles_localization,"",Coquinase,CHARACTER.Greedy Ass,Greedy Ass,"",2025-08-21T22:17:44.106Z
77,CharacterProfiles_localization,"",Estranyase,CHARACTER.Shifty Ass,Shifty Ass,"",2025-08-21T22:17:44.106Z
78,CharacterProfiles_localization,"",Jugase,CHARACTER.Risky Ass,Risky Ass,"",2025-08-21T22:17:44.106Z
79,CharacterProfiles_localization,"",Lluïdase,CHARACTER.Furry Ass,Furry Ass,"",2025-08-21T22:17:44.106Z
80,CharacterProfiles_localization,"",Altase,CHARACTER.Dusty Ass,Dusty Ass,"",2025-08-21T22:17:44.106Z
81,CharacterProfiles_localization,"",Explicitase,CHARACTER.Blunt Ass,Blunt Ass,"",2025-08-21T22:17:44.106Z
82,CharacterProfiles_localization,"",Frevolase,CHARACTER.Peek Ass,Peek Ass,"",2025-08-21T22:17:44.106Z
83,CharacterProfiles_localization,"",Vivase,CHARACTER.Cool Ass,Cool Ass,"",2025-08-21T22:17:44.106Z
84,CharacterProfiles_localization,"",Malase,CHARACTER.Mean Ass,Mean Ass,"",2025-08-21T22:17:44.106Z
85,CharacterProfiles_localization,"",Ranciase,CHARACTER.Cranky Ass,Cranky Ass,"",2025-08-21T22:17:44.106Z
86,CharacterProfiles_localization,"",Lleugerase,CHARACTER.Hasty Ass,Hasty Ass,"",2025-08-21T22:17:44.106Z
87,CharacterProfiles_localization,"",Escomase,CHARACTER.Haul Ass,Haul Ass,"",2025-08-21T22:17:44.106Z
88,CharacterProfiles_localization,"",Fermase,CHARACTER.Healthy Ass,Healthy Ass,"",2025-08-21T22:17:44.106Z
89,CharacterProfiles_localization,"",Delicadase,CHARACTER.Mellow Ass,Mellow Ass,"",2025-08-21T22:17:44.106Z
90,CharacterProfiles_localization,"",Estolidase,CHARACTER.Shaky Ass,Shaky Ass,"",2025-08-21T22:17:44.106Z
91,CharacterProfiles_localization,"",Embriagase,CHARACTER.Trippy Ass,Trippy Ass,"",2025-08-21T22:17:44.106Z
92,CharacterProfiles_localization,"",DJ Dopaminase,CHARACTER.DJ Dope Ass,DJ Dope Ass,"",2025-08-21T22:17:44.106Z
93,CharacterProfiles_localization,"",Abruptase,CHARACTER.Angry Ass,Angry Ass,"",2025-08-21T22:17:44.106Z
94,CharacterProfiles_localization,"",Mesquinase,CHARACTER.Sulky Ass,Sulky Ass,"",2025-08-21T22:17:44.106Z
95,CharacterProfiles_localization,"",Hamburgase,CHARACTER.Chafed Ass,Chafed Ass,"",2025-08-21T22:17:44.106Z
96,CharacterProfiles_localization,"",Asprase,CHARACTER.Broken Ass,Broken Ass,"",2025-08-21T22:17:44.106Z
97,CharacterProfiles_localization,"",Amargase,CHARACTER.Bitter Ass,Bitter Ass,"",2025-08-21T22:17:44.106Z
98,CharacterProfiles_localization,"",Noblase,CHARACTER.Lofty Ass,Lofty Ass,"",2025-08-21T22:17:44.106Z
99,CharacterProfiles_localization,"",Absolutase,CHARACTER.Total Ass,Total Ass,"",2025-08-21T22:17:44.106Z
100,CharacterProfiles_localization,"",Candidase,CHARACTER.Happy Ass,Happy Ass,"",2025-08-21T22:17:44.106Z
101,CharacterProfiles_localization,"",Peludase,CHARACTER.Hairy Ass,Hairy Ass,"",2025-08-21T22:17:44.106Z
102,CharacterProfiles_localization,"",Llordase,CHARACTER.Dirty Ass,Dirty Ass,"",2025-08-21T22:17:44.106Z
103,CharacterProfiles_localization,"",Ranciase,CHARACTER.Janky Ass,Janky Ass,"",2025-08-21T22:17:44.106Z
104,CharacterProfiles_localization,"",Estretase,CHARACTER.Tight Ass,Tight Ass,"",2025-08-21T22:17:44.106Z
105,CharacterProfiles_localization,"",Purase,CHARACTER.Fresh Ass,Fresh Ass,"",2025-08-21T22:17:44.106Z
106,CharacterProfiles_localization,"",Ximplase,CHARACTER.Gullible Ass,Gullible Ass,"",2025-08-21T22:17:44.106Z
107,CharacterProfiles_localization,"",Lletjase,CHARACTER.Ugly Ass,Ugly Ass,"",2025-08-21T22:17:44.106Z
2,E0_Instructions_localization,"",Instruccions per als operadors [CAT],WRITE.Dialog:Localizer.1,Instructions for Operators [EN],"",2025-08-21T22:17:44.106Z
2,E0_Questions_localization,"","",WRITE.DialogLocalizer.17,AVATAR REQUIRED,"",2025-08-21T22:17:44.106Z
3,E0_Questions_localization,"","",WRITE.DialogLocalizer.18,AWAITING INPUT,"",2025-08-21T22:17:44.106Z
4,E0_Questions_localization,"",PREM X,WRITE.DialogLocalizer.187,PRESS X,"",2025-08-21T22:17:44.106Z
5,E0_Questions_localization,"","",WRITE.DialogLocalizer.12,Which does your society value more?,"",2025-08-21T22:17:44.106Z
6,E0_Questions_localization,"","",WRITE.DialogLocalizer.13,Those who stay with the herd,"",2025-08-21T22:17:44.106Z
7,E0_Questions_localization,"","",WRITE.DialogLocalizer.14,Those who step away from the herd,"",2025-08-21T22:17:44.106Z
8,E0_Questions_localization,"","",WRITE.DialogLocalizer.53,Do you think of yourself as an intelligent animal?,"",2025-08-21T22:17:44.106Z
9,E0_Questions_localization,"","",WRITE.DialogLocalizer.55,Yes,"",2025-08-21T22:17:44.106Z
10,E0_Questions_localization,"","",WRITE.DialogLocalizer.54,No,"",2025-08-21T22:17:44.106Z
11,E0_Questions_localization,"","",WRITE.DialogLocalizer.56,Do you think of yourself as a political animal?,"",2025-08-21T22:17:44.106Z
12,E0_Questions_localization,"","",WRITE.DialogLocalizer.57,Yes,"",2025-08-21T22:17:44.106Z
13,E0_Questions_localization,"","",WRITE.DialogLocalizer.58,No,"",2025-08-21T22:17:44.106Z
14,E0_Questions_localization,"","",WRITE.DialogLocalizer.59,Do you have urges to copulate and reproduce?,"",2025-08-21T22:17:44.106Z
15,E0_Questions_localization,"","",WRITE.DialogLocalizer.60,Yes,"",2025-08-21T22:17:44.106Z
16,E0_Questions_localization,"","",WRITE.DialogLocalizer.61,No,"",2025-08-21T22:17:44.106Z
17,E0_Questions_localization,"","",WRITE.DialogLocalizer.62,What is your natural habitat?,"",2025-08-21T22:17:44.106Z
18,E0_Questions_localization,"","",WRITE.DialogLocalizer.63,Grassy plains,"",2025-08-21T22:17:44.106Z
19,E0_Questions_localization,"","",WRITE.DialogLocalizer.140,Rocky desert,"",2025-08-21T22:17:44.106Z
20,E0_Questions_localization,"","",WRITE.DialogLocalizer.64,Concrete jungle,"",2025-08-21T22:17:44.106Z
21,E0_Questions_localization,"","",WRITE.DialogLocalizer.65,Do you have experience doing manual labour every day for an extended period of time?,"",2025-08-21T22:17:44.106Z
22,E0_Questions_localization,"","",WRITE.DialogLocalizer.66,Yes,"",2025-08-21T22:17:44.106Z
23,E0_Questions_localization,"","",WRITE.DialogLocalizer.67,No,"",2025-08-21T22:17:44.106Z
24,E0_Questions_localization,"","",WRITE.DialogLocalizer.68,Have you ever gone on a labour strike due to unfair or dangerous working conditions?,"",2025-08-21T22:17:44.106Z
25,E0_Questions_localization,"","",WRITE.DialogLocalizer.69,Yes,"",2025-08-21T22:17:44.106Z
26,E0_Questions_localization,"","",WRITE.DialogLocalizer.70,No,"",2025-08-21T22:17:44.106Z
27,E0_Questions_localization,"","",WRITE.DialogLocalizer.71,Have you ever lost your job because your role became redundant at your place of work?,"",2025-08-21T22:17:44.106Z
28,E0_Questions_localization,"","",WRITE.DialogLocalizer.72,Yes,"",2025-08-21T22:17:44.106Z
29,E0_Questions_localization,"","",WRITE.DialogLocalizer.73,No,"",2025-08-21T22:17:44.106Z
30,E0_Questions_localization,"","",WRITE.DialogLocalizer.74,What kind of job was it?,"",2025-08-21T22:17:44.106Z
31,E0_Questions_localization,"","",WRITE.DialogLocalizer.75,"Agriculture, fishery","",2025-08-21T22:17:44.106Z
32,E0_Questions_localization,"","",WRITE.DialogLocalizer.76,"Mining, oil, forestry","",2025-08-21T22:17:44.106Z
33,E0_Questions_localization,"","",WRITE.DialogLocalizer.170,Administration or clerical support,"",2025-08-21T22:17:44.106Z
34,E0_Questions_localization,"","",WRITE.DialogLocalizer.171,Hospitality or service,"",2025-08-21T22:17:44.106Z
35,E0_Questions_localization,"","",WRITE.DialogLocalizer.172,Arts and culture,"",2025-08-21T22:17:44.106Z
36,E0_Questions_localization,"","",WRITE.DialogLocalizer.173,Other,"",2025-08-21T22:17:44.106Z
37,E0_Questions_localization,"","",WRITE.DialogLocalizer.77,How were the job conditions?,"",2025-08-21T22:17:44.106Z
38,E0_Questions_localization,"","",WRITE.DialogLocalizer.78,Amazing,"",2025-08-21T22:17:44.106Z
39,E0_Questions_localization,"","",WRITE.DialogLocalizer.79,Good,"",2025-08-21T22:17:44.106Z
40,E0_Questions_localization,"","",WRITE.DialogLocalizer.174,Fair,"",2025-08-21T22:17:44.106Z
41,E0_Questions_localization,"","",WRITE.DialogLocalizer.175,Bad,"",2025-08-21T22:17:44.106Z
42,E0_Questions_localization,"","",WRITE.DialogLocalizer.176,Terrible,"",2025-08-21T22:17:44.106Z
43,E0_Questions_localization,"","",WRITE.DialogLocalizer.80,Do you miss the job?,"",2025-08-21T22:17:44.106Z
44,E0_Questions_localization,"","",WRITE.DialogLocalizer.81,Yes,"",2025-08-21T22:17:44.106Z
45,E0_Questions_localization,"","",WRITE.DialogLocalizer.82,No,"",2025-08-21T22:17:44.106Z
46,E0_Questions_localization,"","",WRITE.DialogLocalizer.177,I miss aspects of it,"",2025-08-21T22:17:44.106Z
47,E0_Questions_localization,"","",WRITE.DialogLocalizer.83,Do you think you would still have the job if you did things differently?,"",2025-08-21T22:17:44.106Z
48,E0_Questions_localization,"",Sí,WRITE.DialogLocalizer.84,Yes,"",2025-08-21T22:17:44.106Z
49,E0_Questions_localization,"",No,WRITE.DialogLocalizer.85,No,"",2025-08-21T22:17:44.106Z
50,E0_Questions_localization,"","",WRITE.DialogLocalizer.178,I don't know,"",2025-08-21T22:17:44.106Z
51,E0_Questions_localization,"","",WRITE.DialogLocalizer.86,Would you consider yourself to be the best representative of your species to lead a Revolution?,"",2025-08-21T22:17:44.106Z
52,E0_Questions_localization,"","",WRITE.DialogLocalizer.87,Yes,"",2025-08-21T22:17:44.106Z
53,E0_Questions_localization,"","",WRITE.DialogLocalizer.88,No,"",2025-08-21T22:17:44.106Z
54,E0_Questions_localization,"","",WRITE.DialogLocalizer.89,Which of these mythic and literary heroes do you identify with the most?,"",2025-08-21T22:17:44.106Z
55,E0_Questions_localization,"","",WRITE.DialogLocalizer.90,Bottom from A Midsummer Night's Dream,"",2025-08-21T22:17:44.106Z
56,E0_Questions_localization,"","",WRITE.DialogLocalizer.91,Lucius from The Golden Ass by Apuleius,"",2025-08-21T22:17:44.106Z
57,E0_Questions_localization,"","",WRITE.DialogLocalizer.180,Midas from Greek Mythology,"",2025-08-21T22:17:44.106Z
58,E0_Questions_localization,"","",WRITE.DialogLocalizer.179,Pinocchio from Pinocchio,"",2025-08-21T22:17:44.106Z
59,E0_Questions_localization,"","",WRITE.DialogLocalizer.19,PHASE ONE\nCOMPLETE,"",2025-08-21T22:17:44.106Z
60,E0_Questions_localization,"","",WRITE.DialogLocalizer.20,CALIBRATING INTELLIGENCE,"",2025-08-21T22:17:44.106Z
61,E0_Questions_localization,"","",WRITE.DialogLocalizer.21,AVATAR READY,"",2025-08-21T22:17:44.106Z
62,E0_Questions_localization,"","",WRITE.DialogLocalizer.22,MATERIALIZING...,"",2025-08-21T22:17:44.106Z
63,E0_Questions_localization,"","",WRITE.DialogLocalizer.92,"In English, when one human says to another human, ""You ass,"" they are comparing a human to:","",2025-08-21T22:17:44.106Z
64,E0_Questions_localization,"","",WRITE.DialogLocalizer.93,Equus asinus,"",2025-08-21T22:17:44.106Z
65,E0_Questions_localization,"","",WRITE.DialogLocalizer.94,A buttocks,"",2025-08-21T22:17:44.106Z
66,E0_Questions_localization,"","",WRITE.DialogLocalizer.95,"In English, when one human says to another human, ""I'd hit that ass"" they mean:","",2025-08-21T22:17:44.106Z
67,E0_Questions_localization,"","",WRITE.DialogLocalizer.96,They would forcibly beat an Equus asinus if they could,"",2025-08-21T22:17:44.106Z
68,E0_Questions_localization,"","",WRITE.DialogLocalizer.97,They would have sexual intercourse with another human if they could,"",2025-08-21T22:17:44.106Z
69,E0_Questions_localization,"","",WRITE.DialogLocalizer.98,"In the Old Testament, a human named Balaam is hitting his ass when all of a sudden:","",2025-08-21T22:17:44.106Z
70,E0_Questions_localization,"","",WRITE.DialogLocalizer.99,Balaam beats the ass to death and has to find another one to do his work for him,"",2025-08-21T22:17:44.106Z
71,E0_Questions_localization,"","",WRITE.DialogLocalizer.100,God gives the ass the ability to speak and the ass begs Balaam to spare them,"",2025-08-21T22:17:44.106Z
72,E0_Questions_localization,"","",WRITE.DialogLocalizer.101,"In Aesop's Fables, one reads: ""An ass put on the skin of a lion and went around frightening all the animals. The ass saw a fox and tried to frighten her too, but she had heard his voice first, so she said to the ass, 'You can be sure that I too would have been afraid, if I had not already heard the sound of your bray'."" The moral is:","",2025-08-21T22:17:44.106Z
73,E0_Questions_localization,"","",WRITE.DialogLocalizer.102,The disenfranchised are forced to imitate those in power without ever attaining more power,"",2025-08-21T22:17:44.106Z
74,E0_Questions_localization,"","",WRITE.DialogLocalizer.103,A fool is still a fool regardless of how they are dressed,"",2025-08-21T22:17:44.106Z
75,E0_Questions_localization,"","",WRITE.DialogLocalizer.104,"In Ancient Greece, asses symbolized fertility because:","",2025-08-21T22:17:44.106Z
76,E0_Questions_localization,"","",WRITE.DialogLocalizer.105,Male donkeys have very large penises,"",2025-08-21T22:17:44.106Z
77,E0_Questions_localization,"","",WRITE.DialogLocalizer.106,Female donkeys frequently give birth to twins,"",2025-08-21T22:17:44.106Z
78,E0_Questions_localization,"","",WRITE.DialogLocalizer.107,A 'mare' is the general term for a female equine. What is the specific term for a female donkey?,"",2025-08-21T22:17:44.106Z
79,E0_Questions_localization,"","",WRITE.DialogLocalizer.108,Jack,"",2025-08-21T22:17:44.106Z
80,E0_Questions_localization,"","",WRITE.DialogLocalizer.109,Gelding,"",2025-08-21T22:17:44.106Z
81,E0_Questions_localization,"","",WRITE.DialogLocalizer.182,Jennet,"",2025-08-21T22:17:44.106Z
82,E0_Questions_localization,"","",WRITE.DialogLocalizer.181,Molly,"",2025-08-21T22:17:44.106Z
83,E0_Questions_localization,"","",WRITE.DialogLocalizer.110,A famous piece of anti-Christian graffiti from ancient Rome depicts:,"",2025-08-21T22:17:44.106Z
84,E0_Questions_localization,"","",WRITE.DialogLocalizer.111,Jesus with an ass's head,"",2025-08-21T22:17:44.106Z
85,E0_Questions_localization,"","",WRITE.DialogLocalizer.112,Jesus riding an ass backwards,"",2025-08-21T22:17:44.106Z
86,E0_Questions_localization,"","",WRITE.DialogLocalizer.113,"What does tradition say Mohammed's ass, Ya'fur, did after the Prophet died?","",2025-08-21T22:17:44.106Z
87,E0_Questions_localization,"","",WRITE.DialogLocalizer.114,Committed suicide by throwing itself down a well,"",2025-08-21T22:17:44.106Z
88,E0_Questions_localization,"","",WRITE.DialogLocalizer.115,Rode away from Mecca weeping never to return,"",2025-08-21T22:17:44.106Z
89,E0_Questions_localization,"","",WRITE.DialogLocalizer.116,"In the philosophical paradox called Buridan's Ass, an ass placed between a bucket of water and a bale of hay will:","",2025-08-21T22:17:44.106Z
90,E0_Questions_localization,"","",WRITE.DialogLocalizer.117,Always choose the hay first,"",2025-08-21T22:17:44.106Z
91,E0_Questions_localization,"","",WRITE.DialogLocalizer.118,Always choose the water first,"",2025-08-21T22:17:44.106Z
92,E0_Questions_localization,"","",WRITE.DialogLocalizer.183,Die from indecision,"",2025-08-21T22:17:44.106Z
93,E0_Questions_localization,"","",WRITE.DialogLocalizer.119,"Was ist die Bedeutung der Ausdruck ""sich eine Eselsbrücke bauen"" auf Deutsch?","",2025-08-21T22:17:44.106Z
94,E0_Questions_localization,"","",WRITE.DialogLocalizer.120,"Ein Kurzwort finden, um sich etwas besser merken zu können","",2025-08-21T22:17:44.106Z
