# File: 1_asses.masses_E1Proxy
# Processed: 2025-12-29T08:53:10.588Z
# Sheets: 12

RowNumber,SheetName,Context,Key,Utterer,SourceEnglish,TranslatedDutch,ProcessedAt
13,E1_Farm_localization,Interactable Object. Sign.,,SAY.Sign_TheWell_Historic.1.Historic Sign,Ya'fur's Well,De Bron van Ya'Fur,2025-12-29T08:53:10.588Z
14,E1_Farm_localization,Interactable Object.,,SAY.Dialog:Scarecrow.1.Trusty Ass,Ahh!,Ahh!,2025-12-29T08:53:10.588Z
15,E1_Farm_localization,Interactable Object.,,SAY.Dialog:Scarecrow.2.Trusty Ass,It's just a scarecrow.,Het is maar een vogelverschrikker.,2025-12-29T08:53:10.588Z
16,E1_Farm_localization,Interactable Object.,,SAY.Dialog: Farmer'sHouse.1.Trusty Ass,It's the Farmer's house...,Dat is het huis van de Boer.,2025-12-29T08:53:10.588Z
17,E1_Farm_localization,Interactable Object.,,SAY.Dialog: Farmer'sHouse.7.Trusty Ass,The Truck-Machine is gone. The Humans must be in the Village.,De Camion-Machine is weg. De mensen moeten ergens in het dorp zijn.,2025-12-29T08:53:10.588Z
18,E1_Farm_localization,Interactable Object.,,SAY.Dialog:Tractor.1.Trusty Ass,It's the Tractor-Machine...,Dat is de Tractor-Machine.,2025-12-29T08:53:10.588Z
20,E1_Farm_localization,Interactable Object.,,SAY.Dialog:PreQuest_Convo.1.Trusty Ass,A rusty bucket...,Een roestige emmer..,2025-12-29T08:53:10.588Z
21,E1_Farm_localization,Thirsty (male) Bucket Quest,,SAY.Dialog:Thirsty1_AssignQuest_Bucket/Water.1.Thirsty Ass,"This here empty trough is a damn sorry sight, Comrade.","Die'n lege drinkbak hier, kameraad. Wa' voor iets triestig is me da'!",2025-12-29T08:53:10.588Z
22,E1_Farm_localization,,,SAY.Dialog:Thirsty1_AssignQuest_Bucket/Water.3.Thirsty Ass,It's been mighty dry these days...,"'t Is kurk—maar dan ook kurkdroog héé, de laatst'en tijd.",2025-12-29T08:53:10.588Z
23,E1_Farm_localization,,,SAY.Dialog:Thirsty1_AssignQuest_Bucket/Water.4.Thirsty Ass,"Hell, everything from work to water's just gone and dried up!",Van 't werk tot 't water — alles is godverdomme opgedroogd!,2025-12-29T08:53:10.588Z
24,E1_Farm_localization,,,SAY.Dialog:Thirsty1_AssignQuest_Bucket/Water.5.Thirsty Ass,"Can you fetch me some water with that ol' bucket, from that ol' river up there?","Zou’j mij wat water kunnen scheppen mè' dienen ouden emmer, van da' stukske rivier da' ginder ligt?",2025-12-29T08:53:10.588Z
25,E1_Farm_localization,,,SAY.Dialog:Thirsty1_AssignQuest_Bucket/Water.12.Thirsty Ass,This ol' bucket ain't gonna fill itself!,"Dien'n emmer gaat zen eigen nie' volscheppen, héé.",2025-12-29T08:53:10.588Z
26,E1_Farm_localization,,,SAY.Dialog:Thirsty1_AssignQuest_Bucket/Water.16.Thirsty Ass,Yeehaw! Use that bucket to get some water from that there river.,Hupse! Pakt dienen emmer en gaat scheppen in da' rivierke daar!,2025-12-29T08:53:10.588Z
27,E1_Farm_localization,,,SAY.Dialog:Thirsty1_AssignQuest_Bucket/Water.20.Thirsty Ass,"Git that tasty water in the trough, Comrade!","Giet da' lekker water maar in den bak, Kameraad!",2025-12-29T08:53:10.588Z
28,E1_Farm_localization,,,SAY.Dialog:Thirsty1_AssignQuest_Bucket/Water.24.Thirsty Ass,"Yeehaw! I don't know what we'd do without you, Trusty.","Hupse! Wa' zouden we zonder'ulle doen hè, (Trusty Ass).",2025-12-29T08:53:10.588Z
29,E1_Farm_localization,,,SAY.Dialog:Thirsty1_AssignQuest_Bucket/Water.25.Thirsty Ass,"To be honest, I'd have gon' done it myself, but I wanna be right here when Nice Ass takes a break from her plowin'.","Eerlijk gezegd had'k 'tl zelf wel willen doen, maar 'k zou graag hier zijn wanneer (Nice Ass) haar pauzeke pakt.",2025-12-29T08:53:10.588Z
30,E1_Farm_localization,,,SAY.Dialog:Thirsty1_AssignQuest_Bucket/Water.26.Thirsty Ass,"Ever since she got laid off, and replaced by that dang Tractor-Machine, it's like she's forgotten all about me.","Sinds da' z'ontslagen is en door die Traktor-Machine vervangen is, herkent ze me precies niet meer.",2025-12-29T08:53:10.588Z
31,E1_Farm_localization,,,SAY.Dialog:Thirsty1_AssignQuest_Bucket/Water.27.Thirsty Ass,We never get to have casual sex anymore.,We poepen verdomme ni' meer!,2025-12-29T08:53:10.588Z
32,E1_Farm_localization,,,SAY.Dialog:Thirsty1_AssignQuest_Bucket/Water.32.Thirsty Ass,What's the point in being castrated if you can't have casual sex!,Waarom laat ik mezelf castreren om d'rna niet meer te kunnen poepen!,2025-12-29T08:53:10.588Z
33,E1_Farm_localization,Interactable Object.,,SAY.Dialog: wood-PreQuest-Convo.1.Trusty Ass,It's a pile of wood...,Een hoop hout.,2025-12-29T08:53:10.588Z
34,E1_Farm_localization,Slow (male) Wood Quest,,SAY.Dialog:SlowWoodQuest.1.Slow Ass,Trusty! I'm so p-pleased to see you!,(Trusty Ass)! Ik b-ben zo blij je te z-zien!,2025-12-29T08:53:10.588Z
35,E1_Farm_localization,Note: In English, Slow Ass stutters happen on the same letters throughout the game: b, p For some languages, a wider range or more case-by-case approach is used,,SAY.Dialog:SlowWoodQuest.3.Slow Ass,Thanks for convincing Old Ass to p-p-put me on b-bridge duty.,B-bedankt om (Old Ass) te overtuigen van het b-bruggetje aan mij over te laten.,2025-12-29T08:53:10.588Z
36,E1_Farm_localization,,,SAY.Dialog:SlowWoodQuest.10.Slow Ass,I think you're the only one who b-believes in me.,Ik d-denk dat jij de e-enige bent die i-in me gelooft.,2025-12-29T08:53:10.588Z
37,E1_Farm_localization,,,SAY.Dialog:SlowWoodQuest.9.Slow Ass,...,...,2025-12-29T08:53:10.588Z
38,E1_Farm_localization,,,SAY.Dialog:SlowWoodQuest.8.Slow Ass,I have a b-bit of a p-problem though.,Ik zit wel m-met een p-probleempje...,2025-12-29T08:53:10.588Z
39,E1_Farm_localization,,,SAY.Dialog:SlowWoodQuest.4.Slow Ass,I've run out of wood and need more to finish fixing the b-bridge b-before the P-Protest.,Ik z-zit zonder hout en ik heb meer nodig om het b-bruggetje te repareren voor het p-p-protest.,2025-12-29T08:53:10.588Z
40,E1_Farm_localization,,,SAY.Dialog:SlowWoodQuest.11.Slow Ass,"If Smart Ass finds out I'm b-behind schedule, she'll tear me a new one.","Als (Smart Ass) te horen krijgt dat ik te laat k-klaar zal zijn, geeft z-ze me vast onder mijn hoeven.",2025-12-29T08:53:10.588Z
41,E1_Farm_localization,,,SAY.Dialog:SlowWoodQuest.5.Slow Ass,Can you b-bring me some more wood p-please?,K-kan jij alsjeblieft wat meer hout gaan h-halen?,2025-12-29T08:53:10.588Z
42,E1_Farm_localization,,,SAY.Dialog:SlowWoodQuest.6.Slow Ass,Our p-panniers from the old days should still b-be in the Mill.,O-onze oude z-z-zadel z-z-zakken moeten in de Molen liggen.,2025-12-29T08:53:10.588Z
43,E1_Farm_localization,,,SAY.Dialog:SlowWoodQuest.19.Slow Ass,I'm p-pretty sure the old p-panniers are still in the Mill.,Ik b-ben er z-z-zeker van dat de z-z-zakken in de Molen liggen.,2025-12-29T08:53:10.588Z
44,E1_Farm_localization,,,SAY.Dialog:SlowWoodQuest.23.Slow Ass,You found the p-panniers! The wood I need is at the end of the road to the west.,"Je h-hebt de z-z-zakken gevonden! H-het h-h-hout ligt wat v-verderop de weg, naar het w-w-westen.",2025-12-29T08:53:10.588Z
45,E1_Farm_localization,,,SAY.Dialog:SlowWoodQuest.28.Slow Ass,Thanks Trusty. I don't know what I'd do without you.,"Bedankt TrAss, ik w-w-weet niet wat z-z-zonder je te doen.",2025-12-29T08:53:10.588Z
46,E1_Farm_localization,,,SAY.Dialog:SlowWoodQuest.29.Slow Ass,P-Please don't tell Smart Ass I'm b-behind schedule!,Z-zeg a-a-alsjeblieft niet tegen SmrAss d-dat ik niet z-z-zo op schema zit.,2025-12-29T08:53:10.588Z
47,E1_Farm_localization,Boosting Big (male) Morale,,SAY.Dialog:BIG_BoostMorale.1.Big Ass,"Good afternoon, Comrade.","Goeiemiddag, Kameraad.",2025-12-29T08:53:10.588Z
48,E1_Farm_localization,,,SAY.Dialog:BIG_BoostMorale.2.Big Ass,I'm fuelling up so that I can make tomorrow's Protest a huge success.,Ik ben aan het bijtanken zodat ik het Protest van morgen een waar succes kan maken.,2025-12-29T08:53:10.588Z
49,E1_Farm_localization,PB: It's not exactly clear why the donkeys are not eating, but we can assume it is that they are perhaps fasting in honour of Lazy's death.,,SAY.Dialog:BIG_BoostMorale.3.Big Ass,"Though, I feel guilty eating all this hay when the Miners are in Mourning.","Maar zoveel hooi eten doet me wat schuldig voelen, zeker nu de Mijn-Ezels middenin hun rouwprocess zitten.",2025-12-29T08:53:10.588Z
50,E1_Farm_localization,,,SAY.Dialog:BIG_BoostMorale.4.Big Ass,It must be pretty bad down in the Mines if it can stop an Ass from eating.,Het moet er slecht uitzien in de mijnen als een ezel daarvan geen honger meer krijgt.,2025-12-29T08:53:10.588Z
51,E1_Farm_localization,,,SAY.Dialog:BIG_BoostMorale.5.Big Ass,Glad I don't fit down there.,"Misschien best zo, ik geraak toch niet door de mijnschacht",2025-12-29T08:53:10.588Z
52,E1_Farm_localization,,,SAY.Dialog:BIG_BoostMorale.9.Big Ass,*munch munch munch*,*njam njam njam*,2025-12-29T08:53:10.588Z
53,E1_Farm_localization,Boosting Nice (female) Morale,,SAY.Dialog:Nice1_TriggerPlow.3.Nice Ass,Hiya Comrade! Haha I'm just too excited about tomorrow!,"Hela, Kameraad! Hehe, ik kan niet wachten tot morgen.",2025-12-29T08:53:10.588Z
54,E1_Farm_localization,,,SAY.Dialog:Nice1_TriggerPlow.1.Nice Ass,And there's nothing like a good plow to settle the nerves. Come on and do a line!,"En niets zoals een goeie ploegbeurt om de zenuwen tegen te gaan! Voila zie, doe't een lijntje!",2025-12-29T08:53:10.588Z
55,E1_Farm_localization,,,SAY.Dialog:Nice1_TriggerPlow.19.Nice Ass,Let's plow again!,"Komaan, nog een keertje ploegen!",2025-12-29T08:53:10.588Z
56,E1_Farm_localization,Nice says this if the player is busy completing Slow's Wood quest and unable to plow,,SAY.Dialog:Nice2_NoPlowIfPannier.3.Nice Ass,Those panniers look great on you!,"Je ziet er wel goed uit met die zadelzakken, hè!",2025-12-29T08:53:10.588Z
57,E1_Farm_localization,,,SAY.Dialog:Nice2_NoPlowIfPannier.4.Nice Ass,"I'd totally invite you to plow with me, but you'll have to come back when you're not so busy.","Ik zou je vragen om nog even verder mee te ploegen maar dat is misschien beter voor de volgende keer, wanneer je niet zo bezig bent.",2025-12-29T08:53:10.588Z
58,E1_Farm_localization,Boosting Hard (male) Morale,,SAY.Dialog:HARD_BoostMorale.4.Hard Ass,"At ease, Comrade Trusty.","Ingerukt, Kameraad TrAss.",2025-12-29T08:53:10.588Z
59,E1_Farm_localization,,,SAY.Dialog:HARD_BoostMorale.6.Hard Ass,We Miners have decided to join Old Ass's Protest.,De mijn-ezels hebben beslist om ons bij het protest van OldAss te vervoegen.,2025-12-29T08:53:10.588Z
60,E1_Farm_localization,,,SAY.Dialog:HARD_BoostMorale.5.Hard Ass,Nothing we do tomorrow will send Comrade Lazy's Soul to the Astral Plane.,We kunnen misschien niets doen om te garanderen dat de ziel van LazAss het astrale hiernamaals bereikt.,2025-12-29T08:53:10.588Z
61,E1_Farm_localization,,,SAY.Dialog:HARD_BoostMorale.7.Hard Ass,"But, we owe it to her to abolish the Machines that killed her and to get our jobs back.","Maar we zijn het haar verschuldigd om die Machines, die haar het leven en onze jobs hebben gekost, voor altijd af te schaffen.",2025-12-29T08:53:10.588Z
62,E1_Farm_localization,,,SAY.Dialog:HARD_BoostMorale.14.Hard Ass,We'll stick to the plan and meet the Herd at the bridge.,We houden ons aan het plan en zien de Kudde bij de brug.,2025-12-29T08:53:10.588Z
63,E1_Farm_localization,,,SAY.Dialog:HARD_BoostMorale.11.Hard Ass,Give my best to Sad Ass.,t Beste aan SadAss.,2025-12-29T08:53:10.588Z
64,E1_Farm_localization,Boosting Smart (female) Morale,,SAY.Dialog:SMART_BoostMorale.2.Smart Ass,Trusty! I have a new one!,Trusty! Ik heb nog eentje!,2025-12-29T08:53:10.588Z
65,E1_Farm_localization,,,SAY.Dialog:SMART_BoostMorale.21.Smart Ass,Why did Slow Ass cross the road?,Waarom steekt SlowAss de straat over?,2025-12-29T08:53:10.588Z
66,E1_Farm_localization,,,SAY.Dialog:SMART_BoostMorale.22.Smart Ass,"We don't know, he's still trying to get to the other side!",Weten we niet! Hij is nog altijd bezig met over te steken!,2025-12-29T08:53:10.588Z
67,E1_Farm_localization,,,SAY.Dialog:SMART_BoostMorale.27.Smart Ass,Ha!,Ha!,2025-12-29T08:53:10.588Z
68,E1_Farm_localization,,,SAY.Dialog:SMART_BoostMorale.4.Smart Ass,"Oh shut it, can't two Jennets joke around?","Och, mogen twee ezelinnekes al niet meer eens lachen?",2025-12-29T08:53:10.588Z
69,E1_Farm_localization,,,SAY.Dialog:SMART_BoostMorale.5.Smart Ass,I've spent all day going over the plans for the Protest:,Ik heb me vandaag beziggehouden met het nakijken van de plannen voor 't protest morgen.,2025-12-29T08:53:10.588Z
70,E1_Farm_localization,,,SAY.Dialog:SMART_BoostMorale.18.Smart Ass,"ONE, we run through the gate.",ÉÉN: we lopen door de poort.,2025-12-29T08:53:10.588Z
71,E1_Farm_localization,,,SAY.Dialog:SMART_BoostMorale.17.Smart Ass,"TWO, we meet up with the Miners and cross the bridge.",TWEE: we komen samen met de Mijn-ezels en steken de brug over.,2025-12-29T08:53:10.588Z
72,E1_Farm_localization,,,SAY.Dialog:SMART_BoostMorale.16.Smart Ass,"THREE, we march through the Village of Bumpkin, convince the Humans to give up their Machines.","DRIE: we marcheren door het dorp van Muilegem, en we proberen de mensen te overtuigen de Machines achter te laten.",2025-12-29T08:53:10.588Z
73,E1_Farm_localization,,,SAY.Dialog:SMART_BoostMorale.23.Smart Ass,AND GET OUR JOBS BACK!,EN ONZE JOBS TERUG TE GEVEN!,2025-12-29T08:53:10.588Z
74,E1_Farm_localization,,,SAY.Dialog:SMART_BoostMorale.20.Smart Ass,Easy.,Poepsimpel.,2025-12-29T08:53:10.588Z
75,E1_Farm_localization,,,SAY.Dialog:SMART_BoostMorale.7.Smart Ass,Even a Foal could pull this off.,Zelfs een veulen kan dit flikken.,2025-12-29T08:53:10.588Z
76,E1_Farm_localization,Sad (male) Matches Quest,,SAY.Dialog:Sad_Quest_Matches.3.Sad Ass,Oh hullo Trusty... thanks for noticing me...,Ohh hallo'kes Trusty... fijn dat je me opmerkt..,2025-12-29T08:53:10.588Z
77,E1_Farm_localization,,,SAY.Dialog:Sad_Quest_Matches.5.Sad Ass,Wish I could say 'good' afternoon... but it's not...,Wou dat ik 'goeie' middag kon zeggen.. maar het is helemaal niet zo goed.,2025-12-29T08:53:10.588Z
78,E1_Farm_localization,,,SAY.Dialog:Sad_Quest_Matches.6.Sad Ass,"You probably forgot, but today's the anniversary of the tragic cave-in...","Misschien was je 't vergeten, maar, vandaag is het de gedenkdag van de instorting in de grotten...",2025-12-29T08:53:10.588Z
79,E1_Farm_localization,,,SAY.Dialog:Sad_Quest_Matches.7.Sad Ass,The love of my life was crushed in the Mines one year ago...,Een jaar geleden werd de liefde van mijn leven verpletterd in de mijnen...,2025-12-29T08:53:10.588Z
80,E1_Farm_localization,,,SAY.Dialog:Sad_Quest_Matches.48.Sad Ass,And now her Soul is stuck down there forever...,En haar ziel zit daar vast... voor altijd...,2025-12-29T08:53:10.588Z
81,E1_Farm_localization,,,SAY.Dialog:Sad_Quest_Matches.8.Sad Ass,I still see Lazy Ass's beautiful dark grey eyes in my dreams...,Ik zie haar mooie donkergrijze ogen nog altijd in mijn dromen...,2025-12-29T08:53:10.588Z
82,E1_Farm_localization,,,SAY.Dialog:Sad_Quest_Matches.9.Sad Ass,*whimper*,*boehoehoehoe*,2025-12-29T08:53:10.588Z
83,E1_Farm_localization,,,SAY.Dialog:Sad_Quest_Matches.14.Sad Ass,I'm holding a Vigil in her memory...,Ik hou een korte wake in haar nagedachtenis...,2025-12-29T08:53:10.588Z
84,E1_Farm_localization,,,SAY.Dialog:Sad_Quest_Matches.47.Sad Ass,Bad Ass gave me this candle...,BadAss gaf me deze kaars...,2025-12-29T08:53:10.588Z
85,E1_Farm_localization,,,SAY.Dialog:Sad_Quest_Matches.10.Sad Ass,Could you bring me some matches for my candle...?,Kan je misschien wat lucifers halen voor mijn kaars?,2025-12-29T08:53:10.588Z
86,E1_Farm_localization,,,SAY.Dialog:Sad_Quest_Matches.19.Sad Ass,Did you find the matches? They might be in the Stable...,Heb je de lucifers gevonden? Ze liggen misschien in de Stal...,2025-12-29T08:53:10.588Z
87,E1_Farm_localization,,,SAY.Dialog:Sad_Quest_Matches.24.Sad Ass,Thanks for the matches... hope I don't burn myself...,Bedankt voor de lucifers... zien dat ik mezelf niet verbrand...,2025-12-29T08:53:10.588Z
88,E1_Farm_localization,,,SAY.Dialog:Sad_Quest_Matches.29.Sad Ass,*whimper*,*Boehoehoehoe*,2025-12-29T08:53:10.588Z
89,E1_Farm_localization,After having spoken to Hard Ass, if the player speaks to Sad again,,SAY.Dialog:Sad_Quest_Matches.51.Sad Ass,Condolences from Hard Ass...?,Innige deelneming van HardAss?,2025-12-29T08:53:10.588Z
90,E1_Farm_localization,,,SAY.Dialog:Sad_Quest_Matches.62.Sad Ass,Sometimes I wish he hadn't switched shifts with Lazy Ass that day...,Soms wou ik dat hij nooit zijn shift met LzyAss gewisseld had die dag...,2025-12-29T08:53:10.588Z
91,E1_Farm_localization,,,SAY.Dialog:Sad_Quest_Matches.60.Sad Ass,*whimper*,*boehoehoehoe*,2025-12-29T08:53:10.588Z
