# File: READ_ME_Localization
# Processed: 2025-08-21T22:17:44.948Z
# Sheets: 14

RowNumber,SheetName,Context,Key,Utterer,SourceEnglish,TranslatedDutch,ProcessedAt
11,Names and World Overview,Confiasna,urra,Portuguese,Anciasno,Burrebelde,2025-08-21T22:17:44.948Z
12,Names and World Overview,Fedelasina,asina,Italian,Anziasino,Criticasino,2025-08-21T22:17:44.948Z
13,Names and World Overview,Treu-Eselin,-Eselina,German,Alt-Esel,Radikal-Esel,2025-08-21T22:17:44.948Z
14,Names and World Overview,Dost Eşek,Sıpa,Turkish,Kart Eşek,Ters Eşek,2025-08-21T22:17:44.948Z
16,Names and World Overview,Biechtezel,-tje,Dutch,"Roste Rakker, Oude Smok","Strafbeest, Felle Gast",2025-08-21T22:17:44.948Z
17,Names and World Overview,"","","",Ezeltje,Keetschopper,2025-08-21T22:17:44.948Z
18,Names and World Overview,Honradase,-ase,Catalan,Saviase/ Vellase,Rudase,2025-08-21T22:17:44.948Z
22,Names and World Overview,믿음 나귀/ 든든한 나귀/믿음직한 나귀/ 충직한 나귀,낭아지/나귀욤이,Korean,노장 나귀/노땅나귀/ 나귀 어르신/어르신 나귀/원로 나귀/시니어 나귀/리더 나귀/대장 나귀/나귀 (노조)위원장/멘토 나귀,불량 나귀/까칠한 나귀/문제 나귀/쎈 나귀/드센 나귀/존재감 나귀/꼬인 나귀,2025-08-21T22:17:44.948Z
23,Names and World Overview,"믿음나귀 - Meeduhm nagwi 

든든한 나귀 – Deundeunhan nagwi
믿음직한 나귀 – Mideumjikhan nagwi
충직한 나귀 – Chungjikhan nagwi","낭아지 — nang-Ah-Ji
나귀욤이 — Nagwiyomi",Korean romanization,"노장 나귀 – Nohjang nagwi


나귀 어르신 – Nagwi eoreusin
어르신 나귀 – Eoreusin nagwi
원로 나귀 – Wollo nagwi
시니어 나귀 – Sinieo nagwi
리더 나귀 – Rideo nagwi
대장 나귀 – Daejang nagwi
나귀 (노조)위원장 – Nagwi (nojo) wiwonjang
멘토 나귀 – Mentor nagwi","불량 나귀 – Bullyang nagwi
까칠한 나귀 – Kkachilhan nagwi
문제 나귀 – Munje nagwi
쎈 나귀 – Ssen nagwi
드센 나귀 – Deusen nagwi
존재감 나귀 – Jonjaegam nagwi
꼬인 나귀 – Kkoin nagwi",2025-08-21T22:17:44.948Z
24,Names and World Overview,"Faithful Donkey - Meeduhm nagwi

Solid Donkey - Deundeunhan nagwi
Trustworthy Donkey - Mideumjikhan nagwi
Faithful Donkey - Chungjikhan nagwi","Nang-Ah-Ji — nang-Ah-Ji
Nagwiyomi — Nagwiyomi",KO-EN translation,"Old Donkey – Nohjang nagwi

Elder Donkey – Nagwi eoreusin
Elder Donkey – Eoreusin nagwi
Elder Donkey – Wollo nagwi
Senior Donkey – Sinieo nagwi
Leader Donkey – Rideo nagwi
Captain Donkey – Daejang nagwi
Donkey (Union) Chairman – Nagwi (nojo) wiwonjang
Mentor Donkey – Mentor nagwi","Bad donkey – Bullyang nagwi
Rough donkey – Kkachilhan nagwi
Problem donkey – Munje nagwi
Strong donkey – Ssen nagwi
Strong donkey – Deusen nagwi
Presence donkey – Jonjaegam nagwi
Twisted donkey – Kkoin nagwi",2025-08-21T22:17:44.948Z
38,Names and World Overview,Cole Butte / Cole-Machine,Ringmaster Rico,Character Name,Hugh G. Butte,Asshandler Wedgie,2025-08-21T22:17:44.948Z
39,Names and World Overview,"Always a rebel and a bit jaded by being left behind by his mother at a young age. A robotics-wiz, he dreamed of going to Mecha City to make a difference in the world through science. He was forced to work in the mine after graduating. Became depressed after his father wasted his scholarship money. In the cave-in, he tries to save Lazy and when Lazy tries to 'send' herself, Cole's soul is sent to the Astral Plane, only to be rejected and return to his body, ultimately and mysteriously, transforming his body into that of a donkey.",The Ringmaster of the Big City Circus. He's all about bums in seats. He speaks like Job from Arrested Development.,Description,Alcoholic Mine boss. His diaries in Ep3 reveal his struggle to keep the Mine alive and his poor management skills. He used Cole's university scholarship money to buy a Boring Machine in an attempt to save the business. He is killed in Ep2 by Hard Ass.,Longterm worker at Derrerie's Factory. Smokes. Thinks most people are 'idiots'. Does the bare minimum. Female.,2025-08-21T22:17:44.948Z
40,Names and World Overview,Pedro Polino de las Cachas,"Rico, el Maestro de Ceremonias",Spanish,Señor G. F. Polino de las Cachas,Cuidadora Nicola,2025-08-21T22:17:44.948Z
41,Names and World Overview,Roch Labette,"Baptiste, le maitre de piste",French,Pierre Labette,Laquais Jessie,2025-08-21T22:17:44.948Z
42,Names and World Overview,Pedro Grande do Rego,Mestre de picadeiro Celso,Portuguese,Sr. Uochinton Grande do Rego,Tratadora Carçola,2025-08-21T22:17:44.948Z
43,Names and World Overview,Pietro Latrivella,"Mirco, Direttore del Circo",Italian,Guido Latrivella,Raccattasino Velia,2025-08-21T22:17:44.948Z
44,Names and World Overview,Rocky Grubengräber,Zirkusdirektor Richie,German,Peter Grubengräber,Stalllburschin Sarah,2025-08-21T22:17:44.948Z
45,Names and World Overview,Behlül Kuyukazan,Sirkçi Hilmi,Turkish,Adnan Kuyukazan / Adnan Bey,Cemile Götür,2025-08-21T22:17:44.948Z
47,Names and World Overview,Cédric Vanscheetvelde,"Baptiste, de Circusdirecteur",Dutch,Herman K. Vanscheetvelde,Zakkenzeulster Zita,2025-08-21T22:17:44.948Z
48,Names and World Overview,Jofre Roca/ Màquina Roca,El Gran Fregoli,Catalan,Pere Roca,"",2025-08-21T22:17:44.948Z
49,Names and World Overview,田尻 炉波亜都,"",Japanese,田尻　小尻　水尻　川尻,"",2025-08-21T22:17:44.948Z
51,Names and World Overview,김광석,"",Korean,김,"",2025-08-21T22:17:44.948Z
53,Names and World Overview,#VALUE!,#VALUE!,KO-EN translation,#VALUE!,#VALUE!,2025-08-21T22:17:44.948Z
65,Names and World Overview,"","","",Cengiz Kuyukazan,"",2025-08-21T22:17:44.948Z
67,Names and World Overview,Prophet-Machine (M),"",English,Prophet-Machine (F),"",2025-08-21T22:17:44.948Z
74,Names and World Overview,Profetische Machine,"",Dutch,Profetische Machine,"",2025-08-21T22:17:44.948Z
75,Names and World Overview,Màquina Profeta,"",Catalan,Màquina Profeta,"",2025-08-21T22:17:44.948Z
76,Names and World Overview,機械 / キカイ,"",Japanese,マシン,"",2025-08-21T22:17:44.948Z
77,Names and World Overview,Kikai,"","",mashin,"",2025-08-21T22:17:44.948Z
82,Names and World Overview,#VALUE!,#VALUE!,KO-EN translation,#VALUE!,#VALUE!,2025-08-21T22:17:44.948Z
85,Names and World Overview,Ass,"",English,Donkey,"",2025-08-21T22:17:44.948Z
86,Names and World Overview,Asnos / Asnas,"",Spanish,Burros,"",2025-08-21T22:17:44.948Z
88,Names and World Overview,Asno / Burro / Jegue / Jumente,"",Portuguese,Burro / Jegue,"",2025-08-21T22:17:44.948Z
89,Names and World Overview,Asino,"",Italian,Somari,"",2025-08-21T22:17:44.948Z
90,Names and World Overview,Esel,"",German,Esel / Longohr / Dummkopf,"",2025-08-21T22:17:44.948Z
92,Names and World Overview,kont / gat / aars / bips / achterwerk / achterste / reet / derrière / zitvlak,"",Dutch,Ezel / Muildier / Muilbeest,"",2025-08-21T22:17:44.948Z
93,Names and World Overview,Ase,"",Catalan,Burro/a,"",2025-08-21T22:17:44.948Z
94,Names and World Overview,ロバ,"",Japanese,驢馬,"",2025-08-21T22:17:44.948Z
106,Names and World Overview,aa ii,"",Turkish,aa ii ah hi aah ih a'h h'ii,"",2025-08-21T22:17:44.948Z
108,Names and World Overview,ihà/ ihò,"",Catalan,i'h hà hi hò 'i à iii ò'h,"",2025-08-21T22:17:44.948Z
109,Names and World Overview,ヒーホー,"",Japanese,ヒィ　ホォ,"",2025-08-21T22:17:44.948Z
113,Names and World Overview,#VALUE!,#VALUE!,KO-EN translation,#VALUE!,#VALUE!,2025-08-21T22:17:44.948Z
116,Names and World Overview,Fannyside,"",Place name/Core Concepts,Fannyside Farm,"",2025-08-21T22:17:44.948Z
117,Names and World Overview,The region in which the farm and mines are located. Like a province or area of a country.,"",Description,The Farm that the game starts on.,"",2025-08-21T22:17:44.948Z
118,Names and World Overview,Las Posaderas,"",Spanish,Granja de Las Posaderas,"",2025-08-21T22:17:44.948Z
119,Names and World Overview,Niquedouille,"",French,La ferme Niquedouille,"",2025-08-21T22:17:44.948Z
120,Names and World Overview,Vale do Furo Fundo,"",Portuguese,Fazenda do Furo Fundo,"",2025-08-21T22:17:44.948Z
121,Names and World Overview,Culonia,"",Italian,Cascina Culonia,"",2025-08-21T22:17:44.948Z
122,Names and World Overview,Arsch-der-Welt,"",German,Arsch-der-Welt-Farm,"",2025-08-21T22:17:44.948Z
123,Names and World Overview,Anırtan,"",Turkish,Anırtan Çiftliği,"",2025-08-21T22:17:44.948Z
124,Names and World Overview,Muilegem,"",Dutch,De Boerderij van Muilegem,"",2025-08-21T22:17:44.948Z
126,Names and World Overview,Talldevall,"",Catalan,Granja de Talldevall,"",2025-08-21T22:17:44.948Z
127,Names and World Overview,ど田舎,"",Japanese,ど田舎農場,"",2025-08-21T22:17:44.948Z
128,Names and World Overview,doinaka,"",Japanese romanization,doinaka-nojo,"",2025-08-21T22:17:44.948Z
129,Names and World Overview,ウシロガワ,"","",ウシロガワ農場,"",2025-08-21T22:17:44.948Z
130,Names and World Overview,ushirogawa,"","",ushirogawa - nojo,"",2025-08-21T22:17:44.948Z
134,Names and World Overview,"Ass - Township - It sounds like Ass side. Myeon is an administrative unit but also side. Different chinese character but same korean sound. It sticks well to your tongue. Easiest most rounded pick. 
Butt - Township
Asshole - Township (it's written ""Academia town, but it sounds the same as asshole. It is the funniest,

Stool village - This actually exists in Korea. From the list of the funniest names of locations.
Kidney village - This actually exists in Korea. From the list of the funniest names of locations.","",KO-EN translation,#VALUE!,"",2025-08-21T22:17:44.948Z
4,JP Wordplay,バカ,"",Stupid,馬鹿,"",2025-08-21T22:17:44.948Z
5,JP Wordplay,おろか,"",Dumb,oroka,"",2025-08-21T22:17:44.948Z
6,JP Wordplay,ケツ,"",Butt,けつ,"",2025-08-21T22:17:44.948Z
8,JP Wordplay,くそ,"",Shit,クソ,"",2025-08-21T22:17:44.948Z
9,JP Wordplay,うんこ,"",Poop,ウンコ,"",2025-08-21T22:17:44.948Z
12,JP Wordplay,korobanai,"",転ばない,to not fall over,"",2025-08-21T22:17:44.948Z
30,JP Wordplay,bakarashii,"",ばからしい／馬鹿らしい,na‑adj,"",2025-08-21T22:17:44.948Z
31,JP Wordplay,bakappoi,"",ばかっぽい／馬鹿っぽい,i‑adj,"",2025-08-21T22:17:44.948Z
32,JP Wordplay,bakageta,"",ばかげた／馬鹿げた,i‑adj,"",2025-08-21T22:17:44.948Z
33,JP Wordplay,bakakusai,"",ばかくさい／馬鹿臭い,i‑adj,"",2025-08-21T22:17:44.948Z
34,JP Wordplay,bakatakai,"",ばかたかい／馬鹿高い,i‑adj,"",2025-08-21T22:17:44.948Z
35,JP Wordplay,bakadekai,"",ばかでかい／馬鹿でかい,i‑adj,"",2025-08-21T22:17:44.948Z
36,JP Wordplay,bakashoujiki,"",ばかしょうじき／馬鹿正直,na‑adj,"",2025-08-21T22:17:44.948Z
37,JP Wordplay,bakateinei,"",ばかていねい／馬鹿丁寧,na‑adj,"",2025-08-21T22:17:44.948Z
38,JP Wordplay,bakayasui,"",ばかやすい／馬鹿安い,i‑adj,"",2025-08-21T22:17:44.948Z
41,JP Wordplay,reba,"",〜（れ）ば,if --,"",2025-08-21T22:17:44.948Z
44,JP Wordplay,osoi-roba,"",遅いロバ,おそロバ,"",2025-08-21T22:17:44.948Z
46,JP Wordplay,oi,"",老い,老人,"",2025-08-21T22:17:44.948Z
49,JP Wordplay,takai,"",高い,"high, expensive","",2025-08-21T22:17:44.948Z
50,JP Wordplay,yasui,"",安い,cheap,"",2025-08-21T22:17:44.948Z
51,JP Wordplay,hayai,"",早い,early,"",2025-08-21T22:17:44.948Z
52,JP Wordplay,osoi,"",遅い,"late, slow","",2025-08-21T22:17:44.948Z
53,JP Wordplay,ii / yoi,"",良い（いい）,good,"",2025-08-21T22:17:44.948Z
54,JP Wordplay,warui,"",悪い,bad,"",2025-08-21T22:17:44.948Z
55,JP Wordplay,atarashii,"",新しい,new,"",2025-08-21T22:17:44.948Z
56,JP Wordplay,furui,"",古い,old,"",2025-08-21T22:17:44.948Z
57,JP Wordplay,ookii,"",大きい,big,"",2025-08-21T22:17:44.948Z
58,JP Wordplay,chiisai,"",小さい,small,"",2025-08-21T22:17:44.948Z
59,JP Wordplay,omoi,"",重い,heavy,"",2025-08-21T22:17:44.948Z
60,JP Wordplay,karui,"",軽い,light (weight),"",2025-08-21T22:17:44.948Z
61,JP Wordplay,tsuyoi,"",強い,strong,"",2025-08-21T22:17:44.948Z
62,JP Wordplay,yowai,"",弱い,weak,"",2025-08-21T22:17:44.948Z
63,JP Wordplay,omoshiroi,"",面白い,interesting,"",2025-08-21T22:17:44.948Z
64,JP Wordplay,tsumaranai,"",つまらない,boring,"",2025-08-21T22:17:44.948Z
65,JP Wordplay,isogashii,"",忙しい,busy,"",2025-08-21T22:17:44.948Z
66,JP Wordplay,samui,"",寒い,cold (weather),"",2025-08-21T22:17:44.948Z
67,JP Wordplay,atsui,"",暑い,hot (weather),"",2025-08-21T22:17:44.948Z
70,JP Wordplay,Romaji,"",Verb (Katakana),Meaning,"",2025-08-21T22:17:44.948Z
71,JP Wordplay,roguin suru,"",ログインする,to log in,"",2025-08-21T22:17:44.948Z
72,JP Wordplay,roguauto suru,"",ログアウトする,to log out,"",2025-08-21T22:17:44.948Z
73,JP Wordplay,rōdo suru,"",ロードする,to load (data),"",2025-08-21T22:17:44.948Z
74,JP Wordplay,rokku suru,"",ロックする,to lock,"",2025-08-21T22:17:44.948Z
75,JP Wordplay,rōtēto suru,"",ローテートする,to rotate,"",2025-08-21T22:17:44.948Z
76,JP Wordplay,rōkaraizu suru,"",ローカライズする,to localize,"",2025-08-21T22:17:44.948Z
77,JP Wordplay,roguru,"",ログる,"to log (slang, informal)","",2025-08-21T22:17:44.948Z
78,JP Wordplay,baguru,"",バグる,"to bug out, to crash","",2025-08-21T22:17:44.948Z
79,JP Wordplay,baito suru,"",バイトする,to work a part-time job,"",2025-08-21T22:17:44.948Z
80,JP Wordplay,baka ni suru,"",バカにする,"to make fun of, to ridicule","",2025-08-21T22:17:44.948Z
81,JP Wordplay,bareru,"",バレる,"to be found out, to leak (a secret)","",2025-08-21T22:17:44.948Z
82,JP Wordplay,bagu chekku suru,"",バグチェックする,to bug-check,"",2025-08-21T22:17:44.948Z
83,JP Wordplay,bazuru,"",バズる,to go viral,"",2025-08-21T22:17:44.948Z
84,JP Wordplay,baindo suru,"",バインドする,to bind (e.g. in programming),"",2025-08-21T22:17:44.948Z
85,JP Wordplay,rōrubakku suru,"",ロールバックする,to roll back (data),"",2025-08-21T22:17:44.948Z
86,JP Wordplay,bakkuappu suru,"",バックアップする,to back up,"",2025-08-21T22:17:44.948Z
87,JP Wordplay,anrokku suru,"",アンロックする,to unlock,"",2025-08-21T22:17:44.948Z
99,JP Wordplay,hiho,"",裨補,to supplement,"",2025-08-21T22:17:44.948Z
102,JP Wordplay,kintama,"",金玉　きんたま　キンタマ,balls (as in testicles),"",2025-08-21T22:17:44.948Z
103,JP Wordplay,ougon no roba,"",黄金の驢馬,golden ass (book title),"",2025-08-21T22:17:44.948Z
106,JP Wordplay,nureta,"",濡れた,wet,"",2025-08-21T22:17:44.948Z
107,JP Wordplay,shimetta,"",湿った,damp,"",2025-08-21T22:17:44.948Z
110,JP Wordplay,hizume,"",蹄　ひづめ,hoof,"",2025-08-21T22:17:44.948Z
111,JP Wordplay,Mimi,"",耳,ear,"",2025-08-21T22:17:44.948Z
112,JP Wordplay,Nagai mimi,"",長い耳,long ears,"",2025-08-21T22:17:44.948Z
114,JP Wordplay,Shippo,"",しっぽ　尻尾,tail,"",2025-08-21T22:17:44.948Z
115,JP Wordplay,o,"",尾,tail,"",2025-08-21T22:17:44.948Z
2,CA Wordplay,-as-,"",Ase,https://dlc.iec.cat/Results?DecEntradaText=ase&AllInfoMorf=False&OperEntrada=3&OperDef=0&OperEx=0&OperSubEntrada=0&OperAreaTematica=0&InfoMorfType=0&OperCatGram=False&AccentSen=False&CurrentPage=0&refineSearch=0&Actualitzacions=False,"",2025-08-21T22:17:44.948Z
3,CA Wordplay,-ruc-,"",Ruc/a,https://dlc.iec.cat/Results?DecEntradaText=ruc&AllInfoMorf=False&OperEntrada=3&OperDef=0&OperEx=0&OperSubEntrada=0&OperAreaTematica=0&InfoMorfType=0&OperCatGram=False&AccentSen=False&CurrentPage=0&refineSearch=0&Actualitzacions=False,"",2025-08-21T22:17:44.948Z
4,CA Wordplay,-burr-,"",Burro/a,https://dlc.iec.cat/Results?DecEntradaText=burr&AllInfoMorf=False&OperEntrada=3&OperDef=0&OperEx=0&OperSubEntrada=0&OperAreaTematica=0&InfoMorfType=0&OperCatGram=False&AccentSen=False&CurrentPage=0&refineSearch=0&Actualitzacions=False,"",2025-08-21T22:17:44.948Z
46,CA Wordplay,"","",Borriquito como tú,popular sorting song,"",2025-08-21T22:17:44.948Z
50,CA Wordplay,abruptesa,"",abruptesa,abruptness,"",2025-08-21T22:17:44.948Z
51,CA Wordplay,absolutesa,"",absolutesa,absoluteness,"",2025-08-21T22:17:44.948Z
52,CA Wordplay,abstractesa,"",abstractesa,abstractness,"",2025-08-21T22:17:44.948Z
53,CA Wordplay,acidesa,"",acidesa,acidity,"",2025-08-21T22:17:44.948Z
54,CA Wordplay,adultesa,"",adultesa,adulthood,"",2025-08-21T22:17:44.948Z
55,CA Wordplay,adustesa,"",adustesa,"sternness, austerity","",2025-08-21T22:17:44.948Z
56,CA Wordplay,agramuntesa,"",agramuntesa,from Agramunt (proper noun / demonym),"",2025-08-21T22:17:44.948Z
57,CA Wordplay,agresa,"",agresa,aggressiveness,"",2025-08-21T22:17:44.948Z
58,CA Wordplay,agudesa,"",agudesa,"sharpness, acuity","",2025-08-21T22:17:44.948Z
59,CA Wordplay,algidesa,"",algidesa,"coldness (figurative, e.g. “algid moment”)","",2025-08-21T22:17:44.948Z
60,CA Wordplay,altesa,"",altesa,"height, altitude","",2025-08-21T22:17:44.948Z
61,CA Wordplay,altivesa,"",altivesa,"haughtiness, pride","",2025-08-21T22:17:44.948Z
62,CA Wordplay,amarguesa,"",amarguesa,bitterness,"",2025-08-21T22:17:44.948Z
63,CA Wordplay,animalesa,"",animalesa,"animal nature, brutishness","",2025-08-21T22:17:44.948Z
64,CA Wordplay,aptesa,"",aptesa,"aptitude, fitness","",2025-08-21T22:17:44.948Z
65,CA Wordplay,ardidesa,"",ardidesa,"daringness, boldness","",2025-08-21T22:17:44.948Z
66,CA Wordplay,aridesa,"",aridesa,"dryness, aridity","",2025-08-21T22:17:44.948Z
67,CA Wordplay,arquimesa,"",arquimesa,(rare/unknown; possibly local/dialect),"",2025-08-21T22:17:44.948Z
68,CA Wordplay,arremesa,"",arremesa,"assault, charge (noun from verb “arremetre”)","",2025-08-21T22:17:44.948Z
69,CA Wordplay,arriesa,"",arriesa,"riskiness, danger","",2025-08-21T22:17:44.948Z
70,CA Wordplay,aspresa,"",aspresa,"harshness, roughness","",2025-08-21T22:17:44.948Z
71,CA Wordplay,asprivesa,"",asprivesa,roughness,"",2025-08-21T22:17:44.948Z
72,CA Wordplay,atesa,"",atesa,"waiting (rare noun form of ""wait"")","",2025-08-21T22:17:44.948Z
73,CA Wordplay,avidesa,"",avidesa,"greediness, avidity","",2025-08-21T22:17:44.948Z
74,CA Wordplay,avinentesa,"",avinentesa,"willingness, agreement","",2025-08-21T22:17:44.948Z
75,CA Wordplay,baixesa,"",baixesa,"lowness, baseness","",2025-08-21T22:17:44.948Z
76,CA Wordplay,bellesa,"",bellesa,beauty,"",2025-08-21T22:17:44.948Z
77,CA Wordplay,bestiesa,"",bestiesa,"beastliness, stupidity","",2025-08-21T22:17:44.948Z
78,CA Wordplay,blanesa,"",blanesa,"whiteness, pallor","",2025-08-21T22:17:44.948Z
79,CA Wordplay,bonesa,"",bonesa,goodness,"",2025-08-21T22:17:44.948Z
80,CA Wordplay,boniquesa,"",boniquesa,"prettiness, cuteness","",2025-08-21T22:17:44.948Z
81,CA Wordplay,bravesa,"",bravesa,bravery,"",2025-08-21T22:17:44.948Z
82,CA Wordplay,brutesa,"",brutesa,"filthiness, dirtiness","",2025-08-21T22:17:44.948Z
83,CA Wordplay,buidesa,"",buidesa,emptiness,"",2025-08-21T22:17:44.948Z
84,CA Wordplay,calbesa,"",calbesa,baldness,"",2025-08-21T22:17:44.948Z
85,CA Wordplay,calidesa,"",calidesa,"warmth, mildness","",2025-08-21T22:17:44.948Z
86,CA Wordplay,candidesa,"",candidesa,"candor, innocence","",2025-08-21T22:17:44.948Z
87,CA Wordplay,caparrudesa,"",caparrudesa,stubbornness (from “caparrut” – stubborn),"",2025-08-21T22:17:44.948Z
88,CA Wordplay,ceguesa,"",ceguesa,blindness,"",2025-08-21T22:17:44.948Z
89,CA Wordplay,certesa,"",certesa,certainty,"",2025-08-21T22:17:44.948Z
90,CA Wordplay,cervesa,"",cervesa,beer,"",2025-08-21T22:17:44.948Z
91,CA Wordplay,coixesa,"",coixesa,"limpness, lameness","",2025-08-21T22:17:44.948Z
92,CA Wordplay,comesa,"",comesa,"eating (noun from verb ""comer"")","",2025-08-21T22:17:44.948Z
93,CA Wordplay,completesa,"",completesa,completeness,"",2025-08-21T22:17:44.948Z
94,CA Wordplay,compresa,"",compresa,"understanding, compress (noun form)","",2025-08-21T22:17:44.948Z
95,CA Wordplay,concretesa,"",concretesa,concreteness,"",2025-08-21T22:17:44.948Z
96,CA Wordplay,contesa,"",contesa,"contest, dispute","",2025-08-21T22:17:44.948Z
97,CA Wordplay,contrapresa,"",contrapresa,"counter-attack, counter-hold","",2025-08-21T22:17:44.948Z
98,CA Wordplay,coquinesa,"",coquinesa,"naughtiness, mischievousness","",2025-08-21T22:17:44.948Z
99,CA Wordplay,corbesa,"",corbesa,crookedness,"",2025-08-21T22:17:44.948Z
100,CA Wordplay,cortesà,"",cortesà,courteous (adj/noun) or courtier (noun),"",2025-08-21T22:17:44.948Z
101,CA Wordplay,criquesa,"",criquesa,"criticism, nagging","",2025-08-21T22:17:44.948Z
102,CA Wordplay,cruesa,"",cruesa,cruelty,"",2025-08-21T22:17:44.948Z
103,CA Wordplay,curtesa,"",curtesa,shortness,"",2025-08-21T22:17:44.948Z
104,CA Wordplay,debilesa,"",debilesa,weakness,"",2025-08-21T22:17:44.948Z
105,CA Wordplay,deixadesa,"",deixadesa,"neglect, carelessness","",2025-08-21T22:17:44.948Z
106,CA Wordplay,delicadesa,"",delicadesa,"delicacy, gentleness","",2025-08-21T22:17:44.948Z
107,CA Wordplay,desavinentesa,"",desavinentesa,"disagreement, discord","",2025-08-21T22:17:44.948Z
108,CA Wordplay,despeceguesa,"",despeceguesa,"(rare, possibly a corruption or dialect)","",2025-08-21T22:17:44.948Z
109,CA Wordplay,despesa,"",despesa,"expense, expenditure","",2025-08-21T22:17:44.948Z
110,CA Wordplay,despresa,"",despresa,"disdain, neglect","",2025-08-21T22:17:44.948Z
111,CA Wordplay,destresa,"",destresa,"dexterity, skill","",2025-08-21T22:17:44.948Z
112,CA Wordplay,devesa,"",devesa,"meadow, pasture","",2025-08-21T22:17:44.948Z
113,CA Wordplay,diocesà,"",diocesà,diocesan (adj/noun),"",2025-08-21T22:17:44.948Z
114,CA Wordplay,dispesa,"",dispesa,(rare; possibly variant of “despesa” - expense),"",2025-08-21T22:17:44.948Z
115,CA Wordplay,dolcesa,"",dolcesa,sweetness,"",2025-08-21T22:17:44.948Z
116,CA Wordplay,duresa,"",duresa,hardness,"",2025-08-21T22:17:44.948Z
117,CA Wordplay,eixutesa,"",eixutesa,"dryness, sparseness","",2025-08-21T22:17:44.948Z
118,CA Wordplay,embriaguesa,"",embriaguesa,"drunkenness, intoxication","",2025-08-21T22:17:44.948Z
119,CA Wordplay,empesa,"",empesa,"push, thrust","",2025-08-21T22:17:44.948Z
